    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.315	 DELIVER	     1 	    1.6 	    6.3 	      0 
   12.331	 DELIVER	     2 	   2.99 	   8.85 	      0 
   12.462	 DELIVER	     3 	   2.02 	      8 	      0 
   12.998	 DELIVER	     4 	    1.4 	   7.23 	      0 
   15.183	 DELIVER	     5 	   2.74 	   8.13 	      0 
   16.924	 DELIVER	     6 	   1.68 	   8.76 	      0 
   17.504	 DELIVER	     7 	   1.26 	   7.32 	      0 
   17.615	 DELIVER	     8 	   2.75 	   7.03 	      0 
   20.112	 DELIVER	     9 	   2.48 	   8.75 	      0 
   20.669	 DELIVER	    10 	   1.19 	   6.41 	      0 
   21.271	 DELIVER	    11 	   2.61 	   8.74 	      0 
   22.693	 DELIVER	    12 	   2.59 	   9.39 	      0 
   26.979	 DELIVER	    13 	   2.74 	   8.94 	      0 
   27.607	 DELIVER	    14 	   1.97 	   7.51 	      0 
   28.205	 DELIVER	    15 	   2.99 	   9.74 	      0 
   31.448	 DELIVER	    16 	  0.813 	   8.49 	      0 
   31.639	 DELIVER	    17 	  0.387 	   10.1 	      0 
   32.057	 DELIVER	    18 	  0.813 	   23.6 	      0 
   36.417	 DELIVER	    19 	   2.55 	   12.5 	      0 
   36.480	 DELIVER	    20 	   2.83 	   12.5 	      0 
   37.603	 DELIVER	    21 	   2.36 	   11.9 	      0 
   38.444	 DELIVER	    22 	   1.23 	   10.6 	      0 
   38.860	 DELIVER	    23 	   0.63 	   10.7 	      0 
   41.477	 DELIVER	    24 	   1.34 	   11.2 	      0 
   42.273	 DELIVER	    25 	   1.06 	     10 	      0 
   46.204	 DELIVER	    26 	   2.65 	   10.6 	      0 
   51.225	 DELIVER	    27 	   1.33 	   4.83 	      0 
   54.088	 DELIVER	    28 	   2.35 	   6.55 	      0 
   59.092	 DELIVER	    29 	   2.15 	   6.99 	      0 
   59.744	 DELIVER	    30 	   2.42 	    7.3 	      0 
   61.544	 DELIVER	    31 	  0.727 	   9.07 	      0 
   62.255	 DELIVER	    32 	   1.11 	   9.75 	      0 
   63.378	 DELIVER	    33 	   2.83 	   10.9 	      0 
   64.050	 DELIVER	    34 	  0.852 	   10.3 	      0 
   64.402	 DELIVER	    35 	   2.83 	      8 	      0 
   65.581	 DELIVER	    36 	   2.47 	   9.28 	      0 
   66.099	 DELIVER	    37 	   1.09 	   8.71 	      0 
   69.339	 DELIVER	    38 	   2.95 	   11.5 	      0 
   74.801	 DELIVER	    39 	   2.81 	     17 	      0 
   75.600	 DELIVER	    40 	   2.75 	   15.8 	      0 
   76.512	 DELIVER	    41 	   2.12 	   16.4 	      0 
   77.159	 DELIVER	    42 	   1.91 	   14.3 	      0 
   78.351	 DELIVER	    43 	   2.47 	   14.9 	      0 
   80.299	 DELIVER	    44 	  0.409 	   10.5 	  0.687 
   80.471	 DELIVER	    45 	  0.578 	   9.95 	  0.687 
   81.812	 DELIVER	    46 	    2.7 	   10.8 	    1.9 
   83.340	 DELIVER	    47 	    1.5 	   12.3 	    1.9 
   86.333	 DELIVER	    48 	  0.552 	     15 	    1.9 
   86.721	 DELIVER	    49 	   1.42 	   15.4 	    1.9 
   87.343	 DELIVER	    50 	  0.405 	   15.8 	    1.9 
   87.671	 DELIVER	    51 	   1.36 	   14.6 	    1.9 
   87.736	 DELIVER	    52 	   2.59 	   13.4 	    1.9 
   87.999	 DELIVER	    53 	  0.973 	   13.5 	    1.9 
   88.573	 DELIVER	    54 	  0.764 	   13.9 	    1.9 
   89.955	 DELIVER	    55 	   2.61 	   15.1 	    1.9 
   89.958	 DELIVER	    56 	   1.34 	   14.8 	    1.9 
   91.585	 DELIVER	    57 	   1.38 	   16.3 	    1.9 
   92.210	 DELIVER	    58 	   2.76 	   16.5 	    1.9 
   92.581	 DELIVER	    59 	    1.6 	   16.6 	    1.9 
   93.338	 DELIVER	    60 	   1.38 	   17.3 	    1.9 
   93.530	 DELIVER	    61 	    2.5 	     16 	    1.9 
   94.059	 DELIVER	    62 	   1.84 	   15.9 	    1.9 
   95.568	 DELIVER	    63 	  0.418 	   17.1 	    1.9 
   95.848	 DELIVER	    64 	  0.476 	   16.9 	    1.9 
   96.005	 DELIVER	    65 	   1.79 	   16.8 	    1.9 
  100.538	 DELIVER	    66 	  0.791 	   20.9 	    1.9 
  101.643	 DELIVER	    67 	   1.64 	   21.4 	    1.9 
  101.750	 DELIVER	    68 	   1.36 	   16.7 	    1.9 
  102.339	 DELIVER	    69 	   2.71 	   16.5 	    1.9 
  104.082	 DELIVER	    70 	   2.89 	   18.1 	    1.9 
  104.715	 DELIVER	    71 	   2.34 	   16.6 	    1.9 
  104.868	 DELIVER	    72 	    1.4 	   9.87 	    1.9 
  104.981	 DELIVER	    73 	   1.98 	   8.66 	    1.9 
  106.051	 DELIVER	    74 	   2.35 	   9.48 	    1.9 
  110.426	 DELIVER	    75 	   2.68 	   8.66 	    1.9 
  115.570	 DELIVER	    76 	   1.49 	   8.46 	    1.9 
  117.930	 DELIVER	    77 	  0.928 	   6.18 	    1.9 
  120.543	 DELIVER	    78 	  0.542 	   8.74 	    1.9 
  121.985	 DELIVER	    79 	   1.83 	   9.41 	    1.9 
  123.749	 DELIVER	    80 	  0.516 	   9.42 	    1.9 
  124.307	 DELIVER	    81 	    1.9 	   9.93 	    1.9 
  124.860	 DELIVER	    82 	  0.511 	    8.7 	    1.9 
  125.573	 DELIVER	    83 	  0.449 	   9.17 	    1.9 
  127.559	 DELIVER	    84 	   2.32 	   8.83 	    1.9 
  127.714	 DELIVER	    85 	   1.75 	   8.95 	    1.9 
  127.734	 DELIVER	    86 	   1.36 	   7.58 	    1.9 
  127.971	 DELIVER	    87 	  0.367 	   5.95 	    1.9 
  128.525	 DELIVER	    88 	  0.875 	   6.17 	    1.9 
  130.790	 DELIVER	    89 	  0.424 	   7.11 	    1.9 
  130.965	 DELIVER	    90 	   2.84 	   7.83 	    1.9 
