    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    7.664	 DELIVER	     1 	  0.854 	   5.86 	      0 
    7.848	 DELIVER	     2 	   2.14 	   6.26 	      0 
    8.292	 DELIVER	     3 	   2.14 	   2.03 	      0 
   11.629	 DELIVER	     4 	   1.07 	   6.62 	      0 
   16.835	 DELIVER	     5 	   2.44 	   7.77 	      0 
   21.762	 DELIVER	     6 	   2.82 	   6.28 	      0 
   30.448	 DELIVER	     7 	  0.949 	   6.79 	      0 
   33.409	 DELIVER	     8 	  0.826 	   4.87 	      0 
   35.701	 DELIVER	     9 	   1.63 	   7.13 	      0 
   37.192	 DELIVER	    10 	  0.907 	   8.93 	      0 
   37.305	 DELIVER	    11 	   2.99 	   8.52 	      0 
   40.656	 DELIVER	    12 	  0.401 	   6.11 	      0 
   41.328	 DELIVER	    13 	    1.2 	   7.47 	      0 
   41.637	 DELIVER	    14 	   1.26 	   5.28 	      0 
   43.603	 DELIVER	    15 	   1.04 	      7 	      0 
   44.732	 DELIVER	    16 	  0.601 	   7.32 	      0 
   45.317	 DELIVER	    17 	   1.71 	    7.7 	      0 
   47.597	 DELIVER	    18 	   2.45 	   8.36 	      0 
   49.348	 DELIVER	    19 	   2.08 	   6.91 	      0 
   56.134	 DELIVER	    20 	   2.01 	   6.65 	      0 
   58.615	 DELIVER	    21 	   1.61 	   8.14 	      0 
   59.515	 DELIVER	    22 	   2.04 	   8.96 	      0 
   59.849	 DELIVER	    23 	   2.56 	   8.58 	      0 
   60.019	 DELIVER	    24 	   2.01 	   7.16 	      0 
   60.161	 DELIVER	    25 	   1.43 	   7.02 	      0 
   64.932	 DELIVER	    26 	   1.86 	   8.48 	      0 
   65.467	 DELIVER	    27 	  0.811 	   9.07 	      0 
   65.609	 DELIVER	    28 	   1.86 	   57.1 	      0 
   67.360	 DELIVER	    29 	   2.08 	    9.2 	      0 
   68.696	 DELIVER	    30 	   0.83 	   10.1 	      0 
   69.569	 DELIVER	    31 	   1.95 	   10.8 	      0 
   70.538	 DELIVER	    32 	   2.26 	   9.95 	      0 
   72.191	 DELIVER	    33 	  0.945 	   11.6 	      0 
   72.740	 DELIVER	    34 	   1.44 	   9.42 	      0 
   73.951	 DELIVER	    35 	  0.686 	   10.4 	      0 
   77.147	 DELIVER	    36 	  0.955 	   13.3 	      0 
   78.829	 DELIVER	    37 	   2.57 	   13.1 	      0 
   81.042	 DELIVER	    38 	  0.587 	   15.2 	      0 
   82.440	 DELIVER	    39 	   1.64 	   16.5 	      0 
   83.016	 DELIVER	    40 	   2.58 	     16 	      0 
   83.177	 DELIVER	    41 	  0.481 	   15.3 	      0 
   84.953	 DELIVER	    42 	   2.25 	   16.6 	      0 
   85.276	 DELIVER	    43 	   1.91 	   16.8 	      0 
   85.414	 DELIVER	    44 	    1.8 	   16.1 	      0 
   87.037	 DELIVER	    45 	   1.43 	   17.5 	      0 
   88.026	 DELIVER	    46 	   2.26 	   15.4 	      0 
   88.090	 DELIVER	    47 	   1.62 	   14.7 	      0 
   91.893	 DELIVER	    48 	   1.02 	   18.4 	      0 
   92.972	 DELIVER	    49 	   2.56 	   18.5 	      0 
   93.555	 DELIVER	    50 	   1.78 	   18.6 	      0 
   93.831	 DELIVER	    51 	   1.34 	   16.7 	      0 
   94.155	 DELIVER	    52 	   1.07 	   16.9 	      0 
   95.514	 DELIVER	    53 	  0.539 	   17.6 	      0 
   95.703	 DELIVER	    54 	  0.655 	   16.8 	      0 
   96.825	 DELIVER	    55 	   2.95 	   17.6 	      0 
   98.050	 DELIVER	    56 	   1.42 	   18.8 	      0 
   98.301	 DELIVER	    57 	  0.972 	     19 	      0 
   98.461	 DELIVER	    58 	   1.98 	   18.5 	      0 
   99.489	 DELIVER	    59 	   1.61 	   19.5 	      0 
  100.705	 DELIVER	    60 	   0.68 	     20 	      0 
  101.597	 DELIVER	    61 	   2.14 	   19.2 	      0 
  102.654	 DELIVER	    62 	  0.841 	   19.9 	      0 
  105.199	 DELIVER	    63 	   1.48 	   22.3 	      0 
  107.350	 DELIVER	    64 	   2.54 	   23.8 	      0 
  107.813	 DELIVER	    65 	  0.916 	   23.8 	      0 
  108.536	 DELIVER	    66 	   2.69 	   20.5 	      0 
  109.526	 DELIVER	    67 	    2.3 	   17.4 	      0 
  111.588	 DELIVER	    68 	   2.01 	   18.7 	      0 
  112.766	 DELIVER	    69 	   1.61 	   16.1 	      0 
  114.481	 DELIVER	    70 	    2.8 	   6.48 	      0 
  116.649	 DELIVER	    71 	   1.35 	   8.25 	      0 
  118.022	 DELIVER	    72 	    1.8 	    6.8 	      0 
  118.621	 DELIVER	    73 	   1.71 	   6.86 	      0 
  121.914	 DELIVER	    74 	   2.28 	    9.5 	      0 
  121.938	 DELIVER	    75 	   2.24 	   8.75 	      0 
  123.265	 DELIVER	    76 	    1.5 	   7.62 	      0 
  123.778	 DELIVER	    77 	   2.33 	   6.49 	      0 
  124.183	 DELIVER	    78 	   2.18 	   6.95 	      0 
  125.242	 DELIVER	    79 	  0.707 	    7.4 	      0 
  125.816	 DELIVER	    80 	  0.385 	   6.66 	      0 
  126.617	 DELIVER	    81 	   1.51 	   5.97 	      0 
  127.069	 DELIVER	    82 	   2.59 	   6.75 	      0 
  127.515	 DELIVER	    83 	  0.441 	   5.36 	      0 
  130.946	 DELIVER	    84 	   2.56 	    9.3 	      0 
  132.019	 DELIVER	    85 	   2.39 	   8.07 	      0 
  138.033	 DELIVER	    86 	   1.84 	     14 	   2.39 
  138.034	 DELIVER	    87 	   1.83 	   13.3 	   2.39 
  138.462	 DELIVER	    88 	   0.97 	   13.6 	   2.39 
  139.936	 DELIVER	    89 	   2.97 	   14.5 	   2.71 
  141.626	 DELIVER	    90 	   2.24 	   15.6 	   2.71 
  142.122	 DELIVER	    91 	   1.06 	   15.7 	   2.71 
  142.865	 DELIVER	    92 	  0.808 	   16.3 	   2.71 
  143.360	 DELIVER	    93 	    2.4 	   15.3 	   2.71 
  144.182	 DELIVER	    94 	   2.22 	   15.7 	   2.71 
  144.381	 DELIVER	    95 	   2.13 	   15.3 	   2.71 
  145.547	 DELIVER	    96 	   2.81 	     15 	   2.71 
  146.186	 DELIVER	    97 	   1.85 	   14.8 	   2.71 
  147.026	 DELIVER	    98 	   2.99 	   14.8 	   2.71 
  147.465	 DELIVER	    99 	   1.01 	     14 	   2.71 
  148.732	 DELIVER	   100 	   2.63 	   14.7 	   2.71 
  149.534	 DELIVER	   101 	   2.23 	   15.5 	   2.71 
  150.473	 DELIVER	   102 	  0.999 	   16.2 	   2.71 
  151.033	 DELIVER	   103 	    1.2 	     16 	   2.71 
  152.545	 DELIVER	   104 	   1.13 	   17.3 	   2.71 
  154.223	 DELIVER	   105 	   2.75 	   18.7 	   2.71 
