    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    5.969	 DELIVER	     1 	  0.807 	   5.96 	      0 
    8.968	 DELIVER	     2 	   1.53 	   7.46 	      0 
    9.028	 DELIVER	     3 	   1.03 	   5.16 	      0 
   12.507	 DELIVER	     4 	   1.08 	   6.01 	      0 
   12.733	 DELIVER	     5 	   1.14 	    6.4 	      0 
   13.343	 DELIVER	     6 	   1.33 	   7.66 	      0 
   14.003	 DELIVER	     7 	   1.08 	   6.09 	      0 
   18.724	 DELIVER	     8 	   1.88 	   10.2 	      0 
   20.746	 DELIVER	     9 	   1.07 	    9.6 	      0 
   21.762	 DELIVER	    10 	   2.44 	   10.5 	      0 
   23.088	 DELIVER	    11 	      1 	   6.14 	      0 
   27.997	 DELIVER	    12 	   2.78 	   9.67 	      0 
   28.513	 DELIVER	    13 	   2.94 	   9.77 	      0 
   35.649	 DELIVER	    14 	   2.76 	   8.71 	      0 
   38.021	 DELIVER	    15 	   1.15 	   6.81 	      0 
   39.390	 DELIVER	    16 	   2.57 	   7.01 	      0 
   40.370	 DELIVER	    17 	  0.597 	   4.93 	      0 
   41.291	 DELIVER	    18 	  0.389 	   4.41 	      0 
   41.389	 DELIVER	    19 	   1.51 	   5.74 	      0 
   43.815	 DELIVER	    20 	   1.23 	    6.6 	      0 
   44.167	 DELIVER	    21 	   1.23 	   37.6 	      0 
   44.551	 DELIVER	    22 	  0.526 	   7.05 	      0 
   45.879	 DELIVER	    23 	   1.56 	   6.22 	      0 
   52.284	 DELIVER	    24 	   1.31 	   8.14 	      0 
   56.448	 DELIVER	    25 	    1.9 	   5.99 	      0 
   60.281	 DELIVER	    26 	   1.24 	   6.63 	      0 
   61.802	 DELIVER	    27 	   2.64 	   7.35 	      0 
   62.706	 DELIVER	    28 	   2.64 	   55.4 	      0 
   63.195	 DELIVER	    29 	  0.458 	   8.39 	      0 
   63.263	 DELIVER	    30 	  0.957 	   7.53 	      0 
   64.262	 DELIVER	    31 	   1.07 	   7.89 	      0 
   64.327	 DELIVER	    32 	   1.57 	   6.64 	      0 
   64.476	 DELIVER	    33 	   1.04 	   6.79 	      0 
   64.779	 DELIVER	    34 	   1.57 	   58.1 	      0 
   66.740	 DELIVER	    35 	   2.97 	   6.82 	      0 
   66.967	 DELIVER	    36 	   2.95 	   7.33 	      0 
   70.487	 DELIVER	    37 	    1.7 	   10.4 	      0 
   71.572	 DELIVER	    38 	    2.8 	   11.3 	      0 
   71.696	 DELIVER	    39 	  0.591 	   8.86 	      0 
   72.753	 DELIVER	    40 	   2.54 	   11.6 	      0 
   73.918	 DELIVER	    41 	   2.38 	   9.83 	      0 
   75.450	 DELIVER	    42 	   1.61 	   9.56 	      0 
   75.633	 DELIVER	    43 	   2.37 	   9.45 	      0 
   77.478	 DELIVER	    44 	    1.7 	   8.77 	      0 
   77.509	 DELIVER	    45 	    1.7 	   68.7 	      0 
   78.181	 DELIVER	    46 	   2.54 	   8.51 	      0 
   78.811	 DELIVER	    47 	  0.906 	   7.27 	      0 
   79.508	 DELIVER	    48 	   2.18 	   8.38 	      0 
   81.412	 DELIVER	    49 	   1.51 	   6.28 	      0 
   81.635	 DELIVER	    50 	   2.43 	   9.52 	      0 
   83.869	 DELIVER	    51 	   1.77 	   7.73 	      0 
   87.506	 DELIVER	    52 	   1.19 	   10.5 	      0 
   89.110	 DELIVER	    53 	   1.36 	   11.7 	      0 
   89.157	 DELIVER	    54 	   1.18 	   11.4 	      0 
   89.392	 DELIVER	    55 	   2.77 	   11.1 	      0 
   89.777	 DELIVER	    56 	   1.17 	   9.57 	      0 
   90.251	 DELIVER	    57 	   2.92 	   9.15 	      0 
   92.429	 DELIVER	    58 	  0.758 	   6.71 	      0 
  103.442	 DELIVER	    59 	   2.43 	   8.52 	      0 
  104.037	 DELIVER	    60 	    2.6 	   8.29 	      0 
  104.618	 DELIVER	    61 	   2.48 	   7.48 	      0 
  105.059	 DELIVER	    62 	    1.7 	   8.27 	      0 
  106.950	 DELIVER	    63 	   1.72 	   7.27 	      0 
  110.021	 DELIVER	    64 	   1.43 	   5.27 	      0 
  110.974	 DELIVER	    65 	   1.76 	   6.39 	      0 
  112.467	 DELIVER	    66 	  0.551 	   6.99 	      0 
  112.576	 DELIVER	    67 	   1.65 	   7.08 	      0 
  116.872	 DELIVER	    68 	  0.956 	   6.37 	      0 
  117.171	 DELIVER	    69 	   2.41 	    6.9 	      0 
  119.571	 DELIVER	    70 	   2.22 	   8.78 	      0 
  119.977	 DELIVER	    71 	  0.882 	   8.28 	      0 
  121.363	 DELIVER	    72 	   1.44 	   9.45 	      0 
  122.062	 DELIVER	    73 	   1.44 	    113 	      0 
  123.649	 DELIVER	    74 	   1.66 	   9.48 	      0 
  125.041	 DELIVER	    75 	   2.01 	   10.8 	      0 
  125.742	 DELIVER	    76 	   2.67 	   9.87 	      0 
  126.054	 DELIVER	    77 	   2.74 	   9.94 	      0 
  126.976	 DELIVER	    78 	   1.51 	   10.4 	      0 
  128.922	 DELIVER	    79 	   2.17 	   11.4 	      0 
  129.157	 DELIVER	    80 	   2.17 	    118 	      0 
  129.310	 DELIVER	    81 	   2.95 	   11.5 	      0 
  132.359	 DELIVER	    82 	   1.06 	   14.5 	      0 
  133.712	 DELIVER	    83 	   2.49 	   15.6 	      0 
  133.732	 DELIVER	    84 	   2.12 	   15.5 	      0 
  135.272	 DELIVER	    85 	   1.83 	   14.9 	      0 
  135.585	 DELIVER	    86 	  0.852 	   14.1 	      0 
  138.067	 DELIVER	    87 	  0.562 	   12.9 	      0 
  139.195	 DELIVER	    88 	   1.68 	   13.8 	      0 
  139.607	 DELIVER	    89 	   1.78 	   14.1 	      0 
  142.965	 DELIVER	    90 	   2.17 	   16.5 	   4.13 
  143.639	 DELIVER	    91 	   2.52 	   16.8 	   4.13 
  146.890	 DELIVER	    92 	   1.57 	   19.3 	   4.13 
  147.803	 DELIVER	    93 	  0.497 	   18.7 	   4.13 
  150.051	 DELIVER	    94 	   1.89 	     20 	   4.13 
  150.466	 DELIVER	    95 	   1.38 	   19.9 	   4.13 
  151.687	 DELIVER	    96 	  0.492 	   19.4 	   4.13 
  153.251	 DELIVER	    97 	   2.88 	   20.5 	   4.13 
  153.561	 DELIVER	    98 	   1.73 	   20.8 	   4.13 
  153.654	 DELIVER	    99 	   2.79 	   20.2 	   4.13 
  156.548	 DELIVER	   100 	  0.719 	   22.3 	   4.13 
  157.403	 DELIVER	   101 	    2.7 	   21.3 	   4.13 
  157.679	 DELIVER	   102 	   2.07 	   21.2 	   4.13 
  158.274	 DELIVER	   103 	    1.4 	   21.5 	   4.13 
  159.436	 DELIVER	   104 	  0.881 	   22.6 	   4.13 
  159.568	 DELIVER	   105 	  0.846 	   22.7 	   4.13 
  160.967	 DELIVER	   106 	   1.91 	   23.4 	   4.13 
  161.500	 DELIVER	   107 	   2.87 	   23.8 	   4.13 
  162.658	 DELIVER	   108 	   1.55 	   24.9 	   4.13 
  165.617	 DELIVER	   109 	   1.47 	   27.2 	   4.13 
  168.906	 DELIVER	   110 	   1.53 	   29.3 	   4.13 
  168.946	 DELIVER	   111 	    1.4 	   28.8 	   4.13 
  169.664	 DELIVER	   112 	   1.29 	   23.5 	   4.13 
  172.356	 DELIVER	   113 	   2.51 	   24.5 	   4.13 
  173.212	 DELIVER	   114 	    1.3 	   23.5 	   4.13 
  173.750	 DELIVER	   115 	   2.63 	   20.5 	   4.13 
  173.758	 DELIVER	   116 	   1.48 	     17 	   4.13 
  177.968	 DELIVER	   117 	  0.375 	   19.9 	   4.13 
  179.142	 DELIVER	   118 	   2.86 	   19.4 	   4.13 
