    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    6.088	 DELIVER	     1 	  0.938 	   4.66 	      0 
    7.392	 DELIVER	     2 	   1.66 	   7.38 	      0 
    8.044	 DELIVER	     3 	   1.25 	   7.34 	      0 
   10.339	 DELIVER	     4 	  0.825 	   5.36 	      0 
   10.758	 DELIVER	     5 	   2.29 	   6.18 	      0 
   17.207	 DELIVER	     6 	   1.25 	   6.71 	      0 
   18.681	 DELIVER	     7 	  0.832 	   5.81 	      0 
   20.160	 DELIVER	     8 	  0.914 	    5.2 	      0 
   21.404	 DELIVER	     9 	   2.44 	    6.7 	      0 
   23.257	 DELIVER	    10 	   1.06 	   5.92 	      0 
   23.447	 DELIVER	    11 	   2.12 	      8 	      0 
   26.086	 DELIVER	    12 	   2.83 	   7.89 	      0 
   27.333	 DELIVER	    13 	  0.992 	   8.63 	      0 
   27.437	 DELIVER	    14 	      1 	   6.53 	      0 
   28.269	 DELIVER	    15 	  0.376 	   6.66 	      0 
   28.605	 DELIVER	    16 	   1.03 	   6.97 	      0 
   29.721	 DELIVER	    17 	   1.94 	   6.77 	      0 
   30.632	 DELIVER	    18 	   2.28 	   8.76 	      0 
   35.755	 DELIVER	    19 	   2.48 	    9.7 	      0 
   35.889	 DELIVER	    20 	   2.83 	    9.1 	      0 
   36.095	 DELIVER	    21 	  0.596 	   6.03 	      0 
   37.155	 DELIVER	    22 	   1.01 	   6.99 	      0 
   41.007	 DELIVER	    23 	   1.01 	   9.32 	      0 
   41.800	 DELIVER	    24 	   2.49 	   8.86 	      0 
   44.602	 DELIVER	    25 	   1.75 	   11.2 	      0 
   45.032	 DELIVER	    26 	   1.24 	   9.04 	      0 
   45.386	 DELIVER	    27 	   1.68 	   7.73 	      0 
   58.018	 DELIVER	    28 	   1.01 	   6.72 	      0 
   59.607	 DELIVER	    29 	  0.424 	   6.18 	      0 
   61.113	 DELIVER	    30 	   2.69 	   9.67 	      0 
   61.416	 DELIVER	    31 	  0.576 	   8.15 	      0 
   63.680	 DELIVER	    32 	  0.424 	   57.5 	      0 
   66.703	 DELIVER	    33 	   1.18 	     13 	  0.494 
   66.823	 DELIVER	    34 	  0.972 	   12.2 	  0.494 
   67.020	 DELIVER	    35 	   1.53 	   12.3 	  0.494 
   68.236	 DELIVER	    36 	   1.72 	   13.3 	  0.494 
   68.438	 DELIVER	    37 	   1.26 	   12.2 	  0.494 
   70.588	 DELIVER	    38 	  0.658 	   14.1 	  0.494 
   72.103	 DELIVER	    39 	   2.96 	   15.2 	  0.494 
   72.152	 DELIVER	    40 	   2.88 	   15.1 	  0.494 
   72.985	 DELIVER	    41 	   2.57 	   15.9 	  0.494 
   74.072	 DELIVER	    42 	   2.01 	   15.6 	  0.494 
   75.699	 DELIVER	    43 	  0.774 	     16 	  0.494 
   76.559	 DELIVER	    44 	    1.6 	   15.1 	  0.494 
   77.649	 DELIVER	    45 	   1.25 	   15.2 	  0.494 
   78.103	 DELIVER	    46 	   1.55 	   15.5 	  0.494 
   78.304	 DELIVER	    47 	  0.474 	   15.1 	  0.494 
   81.616	 DELIVER	    48 	   2.27 	   18.1 	  0.494 
   82.122	 DELIVER	    49 	   1.14 	   18.6 	  0.494 
   82.782	 DELIVER	    50 	   1.84 	     19 	  0.494 
   83.149	 DELIVER	    51 	   0.47 	     19 	  0.494 
   83.796	 DELIVER	    52 	   2.86 	   19.2 	  0.494 
   83.827	 DELIVER	    53 	   1.33 	   18.7 	  0.494 
   84.178	 DELIVER	    54 	   1.98 	   18.8 	  0.494 
   85.037	 DELIVER	    55 	   2.17 	   18.9 	  0.494 
   86.144	 DELIVER	    56 	  0.411 	   19.8 	  0.494 
   86.313	 DELIVER	    57 	   2.65 	   19.7 	  0.494 
   86.766	 DELIVER	    58 	   2.55 	   20.1 	  0.494 
   89.679	 DELIVER	    59 	  0.986 	   22.9 	  0.494 
   91.209	 DELIVER	    60 	   1.72 	   23.9 	   24.3 
   91.320	 DELIVER	    61 	  0.886 	   23.3 	   24.3 
   93.205	 DELIVER	    62 	   2.31 	   24.9 	   24.3 
   93.618	 DELIVER	    63 	   2.23 	   23.8 	   24.3 
   94.216	 DELIVER	    64 	  0.484 	   24.4 	   24.3 
   94.388	 DELIVER	    65 	   1.76 	   24.4 	   24.3 
   94.735	 DELIVER	    66 	  0.906 	   24.5 	   24.3 
   96.378	 DELIVER	    67 	   1.39 	   25.9 	   24.3 
   97.338	 DELIVER	    68 	    1.7 	   26.5 	   24.3 
   97.965	 DELIVER	    69 	   1.69 	   24.9 	   24.3 
   98.550	 DELIVER	    70 	   1.17 	   25.4 	   24.3 
   98.920	 DELIVER	    71 	   1.77 	   24.3 	   24.3 
   99.019	 DELIVER	    72 	  0.388 	   24.3 	   24.3 
  103.485	 DELIVER	    73 	   2.69 	   28.3 	   24.3 
  103.511	 DELIVER	    74 	   1.11 	   28.1 	   24.3 
  105.150	 DELIVER	    75 	   2.07 	   28.8 	   24.3 
  107.067	 DELIVER	    76 	   1.87 	   30.7 	   24.3 
  107.771	 DELIVER	    77 	   2.05 	   30.4 	   24.3 
  110.592	 DELIVER	    78 	   2.75 	   32.4 	   24.3 
  111.053	 DELIVER	    79 	   2.71 	   32.7 	   24.3 
  111.332	 DELIVER	    80 	   1.33 	   32.6 	   24.3 
  112.217	 DELIVER	    81 	   0.51 	   31.4 	   24.3 
  112.663	 DELIVER	    82 	   1.27 	   27.6 	   24.3 
  113.253	 DELIVER	    83 	   2.71 	   27.3 	   24.3 
  113.488	 DELIVER	    84 	   2.59 	   26.8 	   24.3 
  113.698	 DELIVER	    85 	   2.57 	   24.6 	   24.3 
  113.732	 DELIVER	    86 	   2.97 	   19.4 	   24.3 
  114.870	 DELIVER	    87 	   1.83 	   20.1 	   24.3 
  115.117	 DELIVER	    88 	    1.7 	   19.8 	   24.3 
  115.721	 DELIVER	    89 	   1.89 	   17.4 	   24.3 
  117.067	 DELIVER	    90 	   1.67 	   17.4 	   24.3 
  117.671	 DELIVER	    91 	   1.84 	   14.5 	   24.3 
  117.972	 DELIVER	    92 	   2.38 	   9.96 	   24.3 
  128.742	 DELIVER	    93 	   1.07 	   9.62 	   24.3 
  128.900	 DELIVER	    94 	   2.36 	    9.5 	   24.3 
  131.091	 DELIVER	    95 	   1.38 	   11.6 	   24.3 
  138.841	 DELIVER	    96 	  0.772 	   18.1 	   24.3 
  140.036	 DELIVER	    97 	   1.22 	   19.3 	   24.3 
  141.570	 DELIVER	    98 	   2.21 	   20.5 	   24.3 
  141.611	 DELIVER	    99 	    1.1 	   18.7 	   24.3 
  142.273	 DELIVER	   100 	   1.06 	   19.2 	   24.3 
  142.921	 DELIVER	   101 	   1.31 	   19.5 	   24.3 
  147.971	 DELIVER	   102 	   2.58 	   21.7 	   24.3 
  149.266	 DELIVER	   103 	   2.77 	   22.1 	   24.3 
  151.388	 DELIVER	   104 	   1.31 	   23.7 	   24.3 
  152.872	 DELIVER	   105 	   1.71 	   24.9 	   24.3 
  153.356	 DELIVER	   106 	   1.46 	   25.2 	   24.3 
  153.772	 DELIVER	   107 	   2.39 	   25.3 	   24.3 
  154.409	 DELIVER	   108 	   1.86 	   24.8 	   24.3 
  155.324	 DELIVER	   109 	  0.534 	   25.7 	   24.3 
  156.135	 DELIVER	   110 	   2.43 	   25.8 	   24.3 
  156.181	 DELIVER	   111 	   1.48 	   24.9 	   24.3 
  156.674	 DELIVER	   112 	   1.56 	   25.3 	   24.3 
  157.064	 DELIVER	   113 	   2.87 	   24.3 	   24.3 
  159.724	 DELIVER	   114 	   1.36 	   25.3 	   24.3 
  161.671	 DELIVER	   115 	   1.93 	     27 	   24.3 
  162.201	 DELIVER	   116 	  0.638 	   25.7 	   24.3 
  162.359	 DELIVER	   117 	   1.23 	   23.2 	   24.3 
  162.964	 DELIVER	   118 	    2.3 	   23.5 	   24.3 
  163.083	 DELIVER	   119 	   2.41 	   22.7 	   24.3 
  163.922	 DELIVER	   120 	   1.95 	   22.4 	   24.3 
  164.106	 DELIVER	   121 	   1.64 	   17.3 	   24.3 
  165.292	 DELIVER	   122 	    1.3 	   15.7 	   24.3 
  166.132	 DELIVER	   123 	    1.2 	   14.4 	   24.3 
  168.020	 DELIVER	   124 	   1.59 	   13.9 	   24.3 
  168.341	 DELIVER	   125 	  0.736 	   12.3 	   24.3 
  169.112	 DELIVER	   126 	   1.35 	   11.9 	   24.3 
  169.986	 DELIVER	   127 	   1.63 	     10 	   24.3 
  171.557	 DELIVER	   128 	   2.19 	   11.2 	   24.3 
  175.574	 DELIVER	   129 	  0.972 	   4.78 	   24.3 
  178.558	 DELIVER	   130 	  0.591 	   4.76 	   24.3 
  179.811	 DELIVER	   131 	   1.95 	   8.45 	   24.3 
  183.057	 DELIVER	   132 	   1.19 	   4.62 	   24.3 
SUMMARY STATISTICS
SERVICE[ID[7]]:
 Time Ave. = 	  1.474 Time Sample Var. =	 0.4427
 Event Ave. =	  1.612 Event Sample Var. =	 0.5056
 Minimum =	 0.3759
 Maximum =	  2.965
SYSTEM[ID[7]]:
 Time Ave. = 	  12.19 Time Sample Var. =	  87.07
 Event Ave. =	  17.39 Event Sample Var. =	  72.64
 Minimum =	  4.616
 Maximum =	   57.5
RATIO[0]:
 Time Ave. = 	  15.09 Time Sample Var. =	  137.1
 Event Ave. =	  13.51 Event Sample Var. =	  142.7
 Minimum =	      0
 Maximum =	  24.25
