    Time	  Event	 Count	  SERVICE[ID[7]]	   SYSTEM[ID[7]]	          RATIO[0] 
    7.927	 DELIVER	     1 	    1.4 	   7.92 	      0 
    9.542	 DELIVER	     2 	   2.09 	   8.97 	      0 
   11.958	 DELIVER	     3 	   1.85 	   11.3 	      0 
   12.719	 DELIVER	     4 	   1.59 	   6.03 	      0 
   15.016	 DELIVER	     5 	   1.15 	   7.21 	      0 
   15.050	 DELIVER	     6 	  0.417 	   5.34 	      0 
   16.357	 DELIVER	     7 	   2.88 	   7.21 	      0 
   18.337	 DELIVER	     8 	    2.3 	   7.66 	      0 
   20.032	 DELIVER	     9 	  0.839 	   8.66 	      0 
   26.026	 DELIVER	    10 	  0.642 	   11.4 	      0 
   27.114	 DELIVER	    11 	   2.44 	   13.7 	      0 
   27.695	 DELIVER	    12 	  0.642 	   16.3 	      0 
   27.839	 DELIVER	    13 	   1.73 	   12.7 	      0 
   29.257	 DELIVER	    14 	   1.87 	   5.31 	      0 
   30.684	 DELIVER	    15 	   2.71 	   9.76 	      0 
   32.467	 DELIVER	    16 	   1.61 	   5.56 	      0 
   44.859	 DELIVER	    17 	   1.59 	    7.6 	      0 
   44.967	 DELIVER	    18 	   2.15 	   7.88 	      0 
   48.405	 DELIVER	    19 	   1.32 	   7.61 	      0 
   50.191	 DELIVER	    20 	   2.11 	   7.67 	      0 
   53.555	 DELIVER	    21 	   1.51 	   9.58 	      0 
   60.106	 DELIVER	    22 	   2.26 	   10.8 	      0 
   61.855	 DELIVER	    23 	   2.26 	   51.1 	      0 
   62.310	 DELIVER	    24 	   2.93 	   12.7 	      0 
   63.344	 DELIVER	    25 	      3 	   9.92 	      0 
   63.486	 DELIVER	    26 	  0.972 	   9.54 	      0 
   66.525	 DELIVER	    27 	  0.745 	     12 	      0 
   68.739	 DELIVER	    28 	   1.33 	   13.5 	  0.019 
   69.639	 DELIVER	    29 	   2.87 	     14 	  0.019 
   69.670	 DELIVER	    30 	   1.89 	   11.1 	  0.019 
   69.859	 DELIVER	    31 	   2.81 	   10.7 	  0.019 
   69.976	 DELIVER	    32 	   2.44 	   10.5 	  0.019 
   70.280	 DELIVER	    33 	   1.95 	   10.7 	  0.019 
   70.664	 DELIVER	    34 	   2.76 	   10.7 	   1.49 
   71.347	 DELIVER	    35 	  0.952 	   11.1 	   1.49 
   71.375	 DELIVER	    36 	   2.63 	     10 	   1.49 
   72.240	 DELIVER	    37 	  0.954 	   9.59 	   1.49 
   72.538	 DELIVER	    38 	   1.61 	    9.4 	   1.49 
   73.834	 DELIVER	    39 	   2.63 	   63.8 	   1.49 
   73.920	 DELIVER	    40 	   2.04 	   8.89 	   1.49 
   78.090	 DELIVER	    41 	    2.4 	   14.4 	   1.84 
   78.424	 DELIVER	    42 	   2.15 	   12.3 	   1.84 
   78.664	 DELIVER	    43 	   1.62 	   12.1 	   1.84 
   79.217	 DELIVER	    44 	   2.99 	   12.6 	   1.84 
   79.842	 DELIVER	    45 	   2.61 	   12.3 	   1.84 
   80.342	 DELIVER	    46 	    2.1 	   12.8 	   1.84 
   81.231	 DELIVER	    47 	  0.616 	   13.6 	   1.84 
   82.485	 DELIVER	    48 	   1.06 	   13.3 	   1.84 
   82.774	 DELIVER	    49 	  0.885 	   13.8 	   1.84 
   83.883	 DELIVER	    50 	  0.793 	   11.4 	   1.84 
   84.215	 DELIVER	    51 	   1.44 	   14.3 	   1.84 
   85.052	 DELIVER	    52 	   1.89 	   11.6 	   1.84 
   86.566	 DELIVER	    53 	   2.74 	     12 	   1.84 
   87.448	 DELIVER	    54 	  0.975 	   9.16 	   1.84 
   88.288	 DELIVER	    55 	   2.78 	   12.3 	   1.84 
   89.112	 DELIVER	    56 	   1.31 	   12.7 	   1.84 
   90.710	 DELIVER	    57 	  0.583 	   11.4 	   1.84 
   91.270	 DELIVER	    58 	   1.21 	   8.65 	   1.84 
   92.512	 DELIVER	    59 	   2.55 	   11.8 	   1.84 
   92.826	 DELIVER	    60 	   2.78 	   13.5 	   1.84 
   93.798	 DELIVER	    61 	  0.653 	   6.54 	   1.84 
   95.995	 DELIVER	    62 	   2.21 	   10.1 	   1.84 
   96.785	 DELIVER	    63 	   2.49 	   7.15 	   1.84 
   97.254	 DELIVER	    64 	   2.39 	   8.83 	   1.84 
   97.979	 DELIVER	    65 	  0.749 	   4.93 	   1.84 
   98.901	 DELIVER	    66 	   2.34 	   6.92 	   1.84 
  100.485	 DELIVER	    67 	   1.09 	    5.9 	   1.84 
  103.114	 DELIVER	    68 	    1.2 	   7.93 	   1.84 
  103.450	 DELIVER	    69 	   1.97 	   5.81 	   1.84 
  103.987	 DELIVER	    70 	  0.535 	   6.26 	   1.84 
  105.503	 DELIVER	    71 	  0.807 	   6.38 	   1.84 
  110.778	 DELIVER	    72 	   1.89 	   6.57 	   1.84 
  111.038	 DELIVER	    73 	   2.14 	   8.27 	   1.84 
  112.120	 DELIVER	    74 	  0.516 	   5.11 	   1.84 
  114.021	 DELIVER	    75 	  0.534 	   4.06 	   1.84 
  115.077	 DELIVER	    76 	   2.21 	   6.39 	   1.84 
  121.472	 DELIVER	    77 	    1.5 	   6.64 	   1.84 
  121.631	 DELIVER	    78 	  0.666 	   6.22 	   1.84 
  122.989	 DELIVER	    79 	   1.16 	   7.64 	   1.84 
  123.891	 DELIVER	    80 	   2.43 	   9.05 	   1.84 
  125.166	 DELIVER	    81 	  0.821 	    8.8 	   1.84 
  130.722	 DELIVER	    82 	   2.62 	     15 	   1.84 
  131.500	 DELIVER	    83 	  0.821 	    123 	   1.84 
  131.620	 DELIVER	    84 	   2.78 	   14.3 	   1.84 
  132.224	 DELIVER	    85 	   2.15 	   14.7 	   1.84 
  133.538	 DELIVER	    86 	   2.99 	   15.9 	   1.84 
  133.565	 DELIVER	    87 	   1.25 	   15.7 	   1.84 
  133.750	 DELIVER	    88 	  0.619 	     15 	   1.84 
  134.441	 DELIVER	    89 	   1.81 	     15 	   1.84 
  135.386	 DELIVER	    90 	  0.623 	   11.6 	   1.84 
  136.503	 DELIVER	    91 	   2.06 	   12.1 	   1.84 
  137.081	 DELIVER	    92 	   2.47 	   12.4 	   1.84 
  137.559	 DELIVER	    93 	   1.06 	   12.5 	   1.84 
  141.918	 DELIVER	    94 	  0.377 	   14.3 	   1.84 
  142.333	 DELIVER	    95 	   2.61 	   13.8 	   1.84 
  144.134	 DELIVER	    96 	    1.7 	   14.7 	   1.84 
  144.358	 DELIVER	    97 	   1.64 	   14.7 	   1.84 
  144.687	 DELIVER	    98 	   1.56 	   14.3 	   1.84 
  145.378	 DELIVER	    99 	   2.64 	   14.6 	   1.84 
  147.959	 DELIVER	   100 	   2.64 	   16.4 	   1.84 
  148.220	 DELIVER	   101 	  0.584 	   16.4 	   1.84 
  150.594	 DELIVER	   102 	   1.32 	   17.3 	   1.84 
  151.143	 DELIVER	   103 	  0.772 	   15.8 	   1.84 
  152.928	 DELIVER	   104 	   2.49 	   17.3 	   1.84 
  153.784	 DELIVER	   105 	  0.602 	     17 	   1.84 
  154.039	 DELIVER	   106 	  0.926 	   15.5 	   1.84 
  154.486	 DELIVER	   107 	  0.536 	   15.6 	   1.84 
  154.798	 DELIVER	   108 	    1.8 	   15.6 	   1.84 
  155.831	 DELIVER	   109 	   1.77 	   16.4 	   1.84 
  156.377	 DELIVER	   110 	   2.59 	   16.9 	   1.84 
  157.802	 DELIVER	   111 	   1.05 	   17.9 	   1.84 
  160.724	 DELIVER	   112 	   2.99 	   20.8 	   1.84 
