    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.004	  ENTER	     1 	      3 	      2 	      0 	      1 
    0.524	  ENTER	     2 	      5 	      2 	      0 	      1 
    2.316	  ENTER	     3 	      5 	      2 	      0 	      1 
   11.240	  ENTER	     4 	      4 	      2 	      0 	      1 
   13.526	  ENTER	     5 	      1 	      2 	      0 	      1 
   16.145	  ENTER	     6 	      2 	      2 	      0 	      1 
   19.085	  ENTER	     7 	      2 	      2 	      0 	      1 
   21.111	  ENTER	     8 	      4 	      2 	      0 	      1 
   36.953	  ENTER	     9 	      2 	      2 	      0 	      1 
   47.576	  ENTER	    10 	      2 	      2 	      0 	      1 
   59.501	  ENTER	    11 	      5 	      2 	      0 	      1 
   60.000	   EXIT	     1 	      5 	      3 	     60 	      9 
   60.000	   EXIT	     2 	      5 	      5 	   59.5 	      4 
   60.000	   EXIT	     3 	      5 	      1 	   46.5 	      3 
   60.000	   EXIT	     4 	      5 	      2 	   43.9 	      1 
   60.000	  LEAVE	     1 	      5 	      5 	   59.5 	      1 
   96.658	  ENTER	    12 	      5 	      5 	   59.5 	      1 
  114.006	  ENTER	    13 	      2 	      5 	   59.5 	      1 
  120.000	   EXIT	     5 	      2 	      5 	    118 	      7 
  120.000	   EXIT	     6 	      2 	      4 	    109 	      3 
  120.000	   EXIT	     7 	      2 	      2 	    101 	      1 
  120.000	  LEAVE	     2 	      2 	      2 	    114 	      1 
  126.841	  ENTER	    14 	      1 	      2 	    114 	      1 
  131.824	  ENTER	    15 	      1 	      2 	    114 	      1 
  145.519	  ENTER	    16 	      2 	      2 	    114 	      1 
  150.053	  ENTER	    17 	      3 	      2 	    114 	      1 
  155.664	  ENTER	    18 	      6 	      2 	    114 	      1 
  180.000	   EXIT	     8 	      6 	      4 	    159 	      8 
  180.000	   EXIT	     9 	      6 	      2 	    143 	      6 
  180.000	   EXIT	    10 	      6 	      2 	    132 	      4 
  180.000	   EXIT	    11 	      6 	      2 	     66 	      2 
  180.000	   EXIT	    12 	      6 	      1 	   53.2 	      1 
  180.000	  LEAVE	     3 	      6 	      6 	    156 	      1 
  183.693	  ENTER	    19 	      5 	      6 	    156 	      1 
  185.279	  ENTER	    20 	      3 	      6 	    156 	      1 
  186.424	  ENTER	    21 	      7 	      6 	    156 	      1 
  187.162	  ENTER	    22 	      6 	      6 	    156 	      1 
  223.629	  ENTER	    23 	      1 	      6 	    156 	      1 
  233.600	  ENTER	    24 	      2 	      6 	    156 	      1 
  236.296	  ENTER	    25 	      9 	      6 	    156 	      1 
  240.000	   EXIT	    13 	      9 	      5 	    180 	      7 
  240.000	   EXIT	    14 	      9 	      5 	    143 	      2 
  240.000	   EXIT	    15 	      9 	      1 	    108 	      1 
  240.000	  LEAVE	     4 	      9 	      9 	    236 	      1 
  240.171	  ENTER	    26 	      4 	      9 	    236 	      1 
  262.851	  ENTER	    27 	      5 	      9 	    236 	      1 
  279.110	  ENTER	    28 	      7 	      9 	    236 	      1 
  295.076	  ENTER	    29 	      4 	      9 	    236 	      1 
  300.000	   EXIT	    16 	      4 	      2 	    154 	     10 
  300.000	   EXIT	    17 	      4 	      3 	    150 	      7 
  300.000	   EXIT	    18 	      4 	      6 	    144 	      1 
  300.000	  LEAVE	     5 	      4 	      4 	    295 	      1 
  319.829	  ENTER	    30 	      2 	      4 	    295 	      1 
  327.442	  ENTER	    31 	      2 	      4 	    295 	      1 
  340.907	  ENTER	    32 	      2 	      4 	    295 	      1 
  357.285	  ENTER	    33 	      2 	      4 	    295 	      1 
  360.000	   EXIT	    19 	      2 	      5 	    176 	      7 
  360.000	   EXIT	    20 	      2 	      3 	    175 	      4 
  360.000	   EXIT	    21 	      2 	      1 	    136 	      3 
  360.000	   EXIT	    22 	      2 	      2 	    126 	      1 
  360.000	  LEAVE	     6 	      2 	      2 	    357 	      1 
  386.133	  ENTER	    34 	      7 	      2 	    357 	      1 
  405.583	  ENTER	    35 	      4 	      2 	    357 	      1 
  415.210	  ENTER	    36 	      5 	      2 	    357 	      1 
  417.557	  ENTER	    37 	      3 	      2 	    357 	      1 
  420.000	   EXIT	    23 	      3 	      7 	    234 	      5 
  420.000	   EXIT	    24 	      3 	      4 	    180 	      1 
  420.000	  LEAVE	     7 	      3 	      3 	    418 	      1 
  421.246	  ENTER	    38 	      6 	      3 	    418 	      1 
  428.775	  ENTER	    39 	      5 	      3 	    418 	      1 
  430.041	  ENTER	    40 	      3 	      3 	    418 	      1 
  436.801	  ENTER	    41 	      1 	      3 	    418 	      1 
  454.557	  ENTER	    42 	      7 	      3 	    418 	      1 
  459.714	  ENTER	    43 	      4 	      3 	    418 	      1 
  466.776	  ENTER	    44 	      1 	      3 	    418 	      1 
  466.801	  ENTER	    45 	      4 	      3 	    418 	      1 
  467.213	  ENTER	    46 	      3 	      3 	    418 	      1 
  470.864	  ENTER	    47 	      8 	      3 	    418 	      1 
  475.160	  ENTER	    48 	      2 	      3 	    418 	      1 
  480.000	   EXIT	    25 	      2 	      6 	    293 	      6 
  480.000	   EXIT	    26 	      2 	      5 	    217 	      1 
  480.000	  LEAVE	     8 	      2 	      2 	    475 	      1 
  502.231	  ENTER	    49 	      1 	      2 	    475 	      1 
  540.000	   EXIT	    27 	      1 	      9 	    304 	      3 
  540.000	   EXIT	    28 	      1 	      2 	    220 	      1 
  540.000	  LEAVE	     9 	      1 	      1 	    502 	      1 
  600.000	   EXIT	    29 	      1 	      7 	    321 	      5 
  600.000	   EXIT	    30 	      1 	      4 	    305 	      1 
  600.000	  LEAVE	    10 	      1 	      1 	    502 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  2.447 Time Sample Var. =	  4.008
 Event Ave. =	   3.73 Event Sample Var. =	  4.961
 Minimum =	      1
 Maximum =	      9
VARS[4]:
 Time Ave. = 	   2.56 Time Sample Var. =	  4.886
 Event Ave. =	   3.64 Event Sample Var. =	  4.522
 Minimum =	      1
 Maximum =	      9
WAIT[VARS[5]]:
 Time Ave. = 	  357.7 Time Sample Var. =	3.08e+04
 Event Ave. =	  204.2 Event Sample Var. =	2.106e+04
 Minimum =	      0
 Maximum =	  502.2
VARS[1]:
 Time Ave. = 	      1 Time Sample Var. =	3.601e-06
 Event Ave. =	  1.955 Event Sample Var. =	  4.313
 Minimum =	      1
 Maximum =	     10
