    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      6 	      4 	      0 	      2 
   29.215	  ENTER	     2 	      3 	      4 	      0 	      2 
   29.631	  ENTER	     3 	      2 	      4 	      0 	      2 
   38.891	  ENTER	     4 	      0 	      4 	      0 	      2 
   45.872	  ENTER	     5 	      7 	      4 	      0 	      2 
   53.307	  ENTER	     6 	      4 	      4 	      0 	      2 
   53.671	  ENTER	     7 	      8 	      4 	      0 	      2 
   60.000	   EXIT	     1 	      8 	      6 	     60 	      6 
   60.000	   EXIT	     2 	      8 	      3 	   30.8 	      3 
   60.000	   EXIT	     3 	      8 	      2 	   30.4 	      1 
   60.000	  LEAVE	     1 	      8 	      8 	   53.7 	      1 
   72.446	  ENTER	     8 	      3 	      8 	   53.7 	      1 
   74.438	  ENTER	     9 	      2 	      8 	   53.7 	      1 
  120.000	   EXIT	     4 	      2 	      7 	   74.1 	      5 
  120.000	   EXIT	     5 	      2 	      4 	   66.7 	      1 
  120.000	  LEAVE	     2 	      2 	      2 	   74.4 	      1 
  127.112	  ENTER	    10 	      5 	      2 	   74.4 	      1 
  142.161	  ENTER	    11 	      7 	      2 	   74.4 	      1 
  143.619	  ENTER	    12 	      5 	      2 	   74.4 	      1 
  143.833	  ENTER	    13 	      4 	      2 	   74.4 	      1 
  150.815	  ENTER	    14 	      2 	      2 	   74.4 	      1 
  161.419	  ENTER	    15 	      5 	      2 	   74.4 	      1 
  175.789	  ENTER	    16 	      3 	      2 	   74.4 	      1 
  180.000	   EXIT	     6 	      3 	      8 	    126 	      4 
  180.000	   EXIT	     7 	      3 	      3 	    108 	      1 
  180.000	  LEAVE	     3 	      3 	      3 	    176 	      1 
  189.009	  ENTER	    17 	      1 	      3 	    176 	      1 
  195.205	  ENTER	    18 	      3 	      3 	    176 	      1 
  204.786	  ENTER	    19 	      2 	      3 	    176 	      1 
  240.000	   EXIT	     8 	      2 	      2 	    166 	     10 
  240.000	   EXIT	     9 	      2 	      5 	    113 	      5 
  240.000	   EXIT	    10 	      2 	      4 	   96.2 	      1 
  240.000	  LEAVE	     4 	      2 	      2 	    205 	      1 
  252.596	  ENTER	    20 	      5 	      2 	    205 	      1 
  258.552	  ENTER	    21 	      3 	      2 	    205 	      1 
  264.374	  ENTER	    22 	      3 	      2 	    205 	      1 
  269.974	  ENTER	    23 	      5 	      2 	    205 	      1 
  275.540	  ENTER	    24 	      7 	      2 	    205 	      1 
  285.531	  ENTER	    25 	      4 	      2 	    205 	      1 
  292.445	  ENTER	    26 	      8 	      2 	    205 	      1 
  300.000	   EXIT	    11 	      8 	      7 	    158 	      5 
  300.000	   EXIT	    12 	      8 	      2 	    149 	      3 
  300.000	   EXIT	    13 	      8 	      1 	    111 	      2 
  300.000	  LEAVE	     5 	      8 	      8 	    292 	      2 
  317.817	  ENTER	    27 	      2 	      8 	    292 	      2 
  323.531	  ENTER	    28 	      2 	      8 	    292 	      2 
  342.586	  ENTER	    29 	      5 	      8 	    292 	      2 
  348.113	  ENTER	    30 	      2 	      8 	    292 	      2 
  360.000	   EXIT	    14 	      2 	      5 	    216 	      7 
  360.000	   EXIT	    15 	      2 	      5 	    199 	      2 
  360.000	  LEAVE	     6 	      2 	      2 	    348 	      2 
  380.345	  ENTER	    31 	      5 	      2 	    348 	      2 
  391.110	  ENTER	    32 	      3 	      2 	    348 	      2 
  396.017	  ENTER	    33 	      0 	      2 	    348 	      2 
  397.985	  ENTER	    34 	      6 	      2 	    348 	      2 
  405.468	  ENTER	    35 	      4 	      2 	    348 	      2 
  406.153	  ENTER	    36 	      2 	      2 	    348 	      2 
  411.828	  ENTER	    37 	      2 	      2 	    348 	      2 
  415.352	  ENTER	    38 	      0 	      2 	    348 	      2 
  420.000	   EXIT	    16 	      0 	      3 	    244 	      9 
  420.000	   EXIT	    17 	      0 	      3 	    225 	      6 
