    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.003	  ENTER	     1 	      4 	      1 	      0 	      1 
   10.678	  ENTER	     2 	      2 	      1 	      0 	      1 
   12.800	  ENTER	     3 	      5 	      1 	      0 	      1 
   16.878	  ENTER	     4 	      4 	      1 	      0 	      1 
   23.551	  ENTER	     5 	      4 	      1 	      0 	      1 
   28.415	  ENTER	     6 	      2 	      1 	      0 	      1 
   29.967	  ENTER	     7 	      1 	      1 	      0 	      1 
   40.509	  ENTER	     8 	      4 	      1 	      0 	      1 
   47.967	  ENTER	     9 	      0 	      1 	      0 	      1 
   52.981	  ENTER	    10 	      1 	      1 	      0 	      1 
   54.322	  ENTER	    11 	      6 	      1 	      0 	      1 
   60.000	   EXIT	     1 	      6 	      4 	     60 	      8 
   60.000	   EXIT	     2 	      6 	      2 	   49.3 	      6 
   60.000	   EXIT	     3 	      6 	      5 	   47.2 	      1 
   60.000	  LEAVE	     1 	      6 	      6 	   54.3 	      1 
   67.287	  ENTER	    12 	      4 	      6 	   54.3 	      1 
   92.576	  ENTER	    13 	      4 	      6 	   54.3 	      1 
   94.814	  ENTER	    14 	      4 	      6 	   54.3 	      1 
  108.833	  ENTER	    15 	      4 	      6 	   54.3 	      1 
  120.000	   EXIT	     4 	      4 	      4 	    103 	      8 
  120.000	   EXIT	     5 	      4 	      4 	   96.4 	      4 
  120.000	   EXIT	     6 	      4 	      2 	   91.6 	      2 
  120.000	   EXIT	     7 	      4 	      1 	     90 	      1 
  120.000	  LEAVE	     2 	      4 	      4 	    109 	      1 
  123.935	  ENTER	    16 	      4 	      4 	    109 	      1 
  133.002	  ENTER	    17 	      3 	      4 	    109 	      1 
  143.721	  ENTER	    18 	      1 	      4 	    109 	      1 
  145.607	  ENTER	    19 	      3 	      4 	    109 	      1 
  151.017	  ENTER	    20 	      1 	      4 	    109 	      1 
  170.820	  ENTER	    21 	      6 	      4 	    109 	      1 
  175.130	  ENTER	    22 	      4 	      4 	    109 	      1 
  175.969	  ENTER	    23 	      5 	      4 	    109 	      1 
  180.000	   EXIT	     8 	      5 	      4 	    139 	      8 
  180.000	   EXIT	     9 	      5 	      1 	    127 	      7 
  180.000	   EXIT	    10 	      5 	      6 	    126 	      1 
  180.000	  LEAVE	     3 	      5 	      5 	    176 	      1 
  196.372	  ENTER	    24 	      2 	      5 	    176 	      1 
  213.225	  ENTER	    25 	      3 	      5 	    176 	      1 
  217.025	  ENTER	    26 	      4 	      5 	    176 	      1 
  223.269	  ENTER	    27 	      2 	      5 	    176 	      1 
  226.133	  ENTER	    28 	      3 	      5 	    176 	      1 
  240.000	   EXIT	    11 	      3 	      4 	    173 	      8 
  240.000	   EXIT	    12 	      3 	      4 	    147 	      4 
  240.000	   EXIT	    13 	      3 	      3 	    107 	      1 
  240.000	  LEAVE	     4 	      3 	      3 	    226 	      1 
  250.700	  ENTER	    29 	      1 	      3 	    226 	      1 
  254.134	  ENTER	    30 	      4 	      3 	    226 	      1 
  284.777	  ENTER	    31 	      0 	      3 	    226 	      1 
  290.730	  ENTER	    32 	      5 	      3 	    226 	      1 
  300.000	   EXIT	    14 	      5 	      4 	    205 	      8 
  300.000	   EXIT	    15 	      5 	      4 	    191 	      4 
  300.000	   EXIT	    16 	      5 	      1 	    156 	      3 
  300.000	   EXIT	    17 	      5 	      1 	    149 	      2 
  300.000	   EXIT	    18 	      5 	      1 	   49.3 	      1 
  300.000	  LEAVE	     5 	      5 	      5 	    291 	      1 
  303.833	  ENTER	    33 	      2 	      5 	    291 	      1 
  318.616	  ENTER	    34 	      4 	      5 	    291 	      1 
  328.929	  ENTER	    35 	      4 	      5 	    291 	      1 
  341.293	  ENTER	    36 	      2 	      5 	    291 	      1 
  347.251	  ENTER	    37 	      1 	      5 	    291 	      1 
  350.204	  ENTER	    38 	      0 	      5 	    291 	      1 
  360.000	   EXIT	    19 	      0 	      4 	    236 	      8 
