    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.001	  ENTER	     1 	      3 	     -1 	      0 	     24 
    3.790	  ENTER	     2 	      5 	     -1 	      0 	     24 
   10.147	  ENTER	     3 	      3 	     -1 	      0 	     24 
   14.389	  ENTER	     4 	      4 	     -1 	      0 	     24 
   32.356	  ENTER	     5 	      3 	     -1 	      0 	     24 
   38.549	  ENTER	     6 	      3 	     -1 	      0 	     24 
   38.669	  ENTER	     7 	      5 	     -1 	      0 	     24 
   43.144	  ENTER	     8 	      4 	     -1 	      0 	     24 
   60.000	   EXIT	     1 	      4 	      3 	     60 	     21 
   60.000	   EXIT	     2 	      4 	      5 	   56.2 	     16 
   60.000	   EXIT	     3 	      4 	      3 	   49.9 	     13 
   60.000	   EXIT	     4 	      4 	      4 	   45.6 	      9 
   60.000	   EXIT	     5 	      4 	      3 	   27.6 	      6 
   60.000	   EXIT	     6 	      4 	      3 	   21.5 	      3 
   60.000	  LEAVE	     1 	      4 	      4 	   43.1 	      3 
   60.603	  ENTER	     9 	      6 	      4 	   43.1 	      3 
   79.381	  ENTER	    10 	      4 	      4 	   43.1 	      3 
   90.319	  ENTER	    11 	      2 	      4 	   43.1 	      3 
   90.782	  ENTER	    12 	      4 	      4 	   43.1 	      3 
  118.877	  ENTER	    13 	      3 	      4 	   43.1 	      3 
  120.000	   EXIT	     7 	      3 	      5 	   81.3 	     19 
  120.000	   EXIT	     8 	      3 	      4 	   76.9 	     15 
  120.000	   EXIT	     9 	      3 	      6 	   59.4 	      9 
  120.000	   EXIT	    10 	      3 	      4 	   40.6 	      5 
  120.000	   EXIT	    11 	      3 	      2 	   29.7 	      3 
  120.000	  LEAVE	     2 	      3 	      3 	    119 	      3 
  137.292	  ENTER	    14 	      4 	      3 	    119 	      3 
  142.565	  ENTER	    15 	      4 	      3 	    119 	      3 
  144.293	  ENTER	    16 	      2 	      3 	    119 	      3 
  180.000	   EXIT	    12 	      2 	      4 	   89.2 	     20 
  180.000	   EXIT	    13 	      2 	      3 	   61.1 	     17 
  180.000	   EXIT	    14 	      2 	      4 	   42.7 	     13 
  180.000	   EXIT	    15 	      2 	      4 	   37.4 	      9 
  180.000	  LEAVE	     3 	      2 	      2 	    144 	      7 
  180.000	   EXIT	    16 	      2 	      2 	   35.7 	      7 
  196.467	  ENTER	    17 	      3 	      2 	   35.7 	      7 
  203.604	  ENTER	    18 	      3 	      2 	   35.7 	      7 
  208.967	  ENTER	    19 	      3 	      2 	   35.7 	      7 
  229.534	  ENTER	    20 	      6 	      2 	   35.7 	      7 
  233.547	  ENTER	    21 	      2 	      2 	   35.7 	      7 
  239.001	  ENTER	    22 	      2 	      2 	   35.7 	      7 
  240.000	   EXIT	    17 	      2 	      3 	   43.5 	     21 
  240.000	   EXIT	    18 	      2 	      3 	   36.4 	     18 
