    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.003	  ENTER	     1 	      3 	      2 	      0 	     11 
    4.169	  ENTER	     2 	      4 	      2 	      0 	     11 
   12.209	  ENTER	     3 	      3 	      2 	      0 	     11 
   17.689	  ENTER	     4 	      5 	      2 	      0 	     11 
   20.619	  ENTER	     5 	      1 	      2 	      0 	     11 
   46.325	  ENTER	     6 	      2 	      2 	      0 	     11 
   54.984	  ENTER	     7 	      7 	      2 	      0 	     11 
   56.639	  ENTER	     8 	      6 	      2 	      0 	     11 
   58.291	  ENTER	     9 	      4 	      2 	      0 	     11 
   60.000	   EXIT	     1 	      4 	      3 	     60 	     21 
   60.000	   EXIT	     2 	      4 	      4 	   55.8 	     17 
   60.000	   EXIT	     3 	      4 	      3 	   47.8 	     14 
   60.000	   EXIT	     4 	      4 	      5 	   42.3 	      9 
   60.000	   EXIT	     5 	      4 	      1 	   39.4 	      8 
   60.000	   EXIT	     6 	      4 	      2 	   13.7 	      6 
   60.000	  LEAVE	     1 	      4 	      4 	   58.3 	      2 
   60.000	   EXIT	     7 	      4 	      4 	   1.71 	      2 
  120.000	   EXIT	     8 	      4 	      7 	     65 	     17 
  120.000	   EXIT	     9 	      4 	      6 	   63.4 	     11 
  120.000	  LEAVE	     2 	      4 	     -1 	   1.71 	     11 
  132.971	  ENTER	    10 	      1 	     -1 	   1.71 	     11 
  152.332	  ENTER	    11 	      0 	     -1 	   1.71 	     11 
  162.078	  ENTER	    12 	      2 	     -1 	   1.71 	     11 
  180.000	   EXIT	    10 	      2 	      1 	     47 	     23 
  180.000	  LEAVE	     3 	      2 	      2 	    162 	     21 
  180.000	   EXIT	    11 	      2 	      2 	   17.9 	     21 
  227.955	  ENTER	    13 	      5 	      2 	   17.9 	     21 
  235.465	  ENTER	    14 	      2 	      2 	   17.9 	     21 
  240.000	   EXIT	    12 	      2 	      5 	     12 	     19 
  240.000	  LEAVE	     4 	      2 	      2 	    235 	     17 
  240.000	   EXIT	    13 	      2 	      2 	   4.53 	     17 
  242.874	  ENTER	    15 	      1 	      2 	   4.53 	     17 
  249.446	  ENTER	    16 	      2 	      2 	   4.53 	     17 
  260.023	  ENTER	    17 	      7 	      2 	   4.53 	     17 
  261.498	  ENTER	    18 	      3 	      2 	   4.53 	     17 
  273.386	  ENTER	    19 	      8 	      2 	   4.53 	     17 
  298.323	  ENTER	    20 	      2 	      2 	   4.53 	     17 
  300.000	   EXIT	    14 	      2 	      1 	   57.1 	     23 
  300.000	   EXIT	    15 	      2 	      2 	   50.6 	     21 
  300.000	   EXIT	    16 	      2 	      7 	     40 	     14 
  300.000	   EXIT	    17 	      2 	      3 	   38.5 	     11 
  300.000	   EXIT	    18 	      2 	      8 	   26.6 	      3 
  300.000	  LEAVE	     5 	      2 	      2 	    298 	      1 
  300.000	   EXIT	    19 	      2 	      2 	   1.68 	      1 
  318.318	  ENTER	    21 	      4 	      2 	   1.68 	      1 
  324.294	  ENTER	    22 	      1 	      2 	   1.68 	      1 
  339.773	  ENTER	    23 	      1 	      2 	   1.68 	      1 
  348.578	  ENTER	    24 	      3 	      2 	   1.68 	      1 
  349.212	  ENTER	    25 	      6 	      2 	   1.68 	      1 
  360.000	   EXIT	    20 	      6 	      4 	   41.7 	     20 
  360.000	   EXIT	    21 	      6 	      1 	   35.7 	     19 
  360.000	   EXIT	    22 	      6 	      1 	   20.2 	     18 
  360.000	   EXIT	    23 	      6 	      3 	   11.4 	     15 
  360.000	  LEAVE	     6 	      6 	      6 	    349 	      9 
  360.000	   EXIT	    24 	      6 	      6 	   10.8 	      9 
  379.292	  ENTER	    26 	      6 	      6 	   10.8 	      9 
  392.456	  ENTER	    27 	      5 	      6 	   10.8 	      9 
  396.807	  ENTER	    28 	      3 	      6 	   10.8 	      9 
  398.096	  ENTER	    29 	      4 	      6 	   10.8 	      9 
  405.759	  ENTER	    30 	      5 	      6 	   10.8 	      9 
  407.728	  ENTER	    31 	      3 	      6 	   10.8 	      9 
  419.334	  ENTER	    32 	      2 	      6 	   10.8 	      9 
  419.760	  ENTER	    33 	      2 	      6 	   10.8 	      9 
  420.000	   EXIT	    25 	      2 	      6 	   40.7 	     18 
  420.000	   EXIT	    26 	      2 	      5 	   27.5 	     13 
  420.000	   EXIT	    27 	      2 	      3 	   23.2 	     10 
  420.000	   EXIT	    28 	      2 	      4 	   21.9 	      6 
  420.000	   EXIT	    29 	      2 	      5 	   14.2 	      1 
  420.000	  LEAVE	     7 	      2 	      2 	    420 	      1 
  424.082	  ENTER	    34 	      4 	      2 	    420 	      1 
  431.724	  ENTER	    35 	      7 	      2 	    420 	      1 
  437.285	  ENTER	    36 	      4 	      2 	    420 	      1 
  440.216	  ENTER	    37 	      2 	      2 	    420 	      1 
  442.114	  ENTER	    38 	      4 	      2 	    420 	      1 
  450.042	  ENTER	    39 	      2 	      2 	    420 	      1 
  476.169	  ENTER	    40 	      4 	      2 	    420 	      1 
  480.000	   EXIT	    30 	      4 	      3 	   72.3 	     21 
  480.000	   EXIT	    31 	      4 	      2 	   60.7 	     19 
  480.000	   EXIT	    32 	      4 	      2 	   60.2 	     17 
  480.000	   EXIT	    33 	      4 	      4 	   55.9 	     13 
  480.000	   EXIT	    34 	      4 	      7 	   48.3 	      6 
  480.000	   EXIT	    35 	      4 	      4 	   42.7 	      2 
  480.000	  LEAVE	     8 	      4 	      4 	    476 	      2 
  485.746	  ENTER	    41 	      2 	      4 	    476 	      2 
  489.670	  ENTER	    42 	      1 	      4 	    476 	      2 
  491.122	  ENTER	    43 	      4 	      4 	    476 	      2 
  499.924	  ENTER	    44 	      3 	      4 	    476 	      2 
  540.000	   EXIT	    36 	      3 	      2 	   99.8 	     22 
  540.000	   EXIT	    37 	      3 	      4 	   97.9 	     18 
  540.000	   EXIT	    38 	      3 	      2 	     90 	     16 
  540.000	   EXIT	    39 	      3 	      4 	   63.8 	     12 
  540.000	   EXIT	    40 	      3 	      2 	   54.3 	     10 
  540.000	   EXIT	    41 	      3 	      1 	   50.3 	      9 
  540.000	   EXIT	    42 	      3 	      4 	   48.9 	      5 
  540.000	  LEAVE	     9 	      3 	      3 	    500 	      2 
  540.000	   EXIT	    43 	      3 	      3 	   40.1 	      2 
  600.000	  LEAVE	    10 	      3 	     -1 	   40.1 	     24 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.128 Time Sample Var. =	  1.897
 Event Ave. =	  3.361 Event Sample Var. =	   2.54
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   1.16 Time Sample Var. =	  4.934
 Event Ave. =	   3.01 Event Sample Var. =	  3.701
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	  74.49 Time Sample Var. =	1.939e+04
 Event Ave. =	  96.54 Event Sample Var. =	2.361e+04
 Minimum =	      0
 Maximum =	  499.9
VARS[1]:
 Time Ave. = 	  14.22 Time Sample Var. =	  92.21
 Event Ave. =	  10.48 Event Sample Var. =	  49.28
 Minimum =	      1
 Maximum =	     24
