    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.001	  ENTER	     1 	      5 	     -1 	      0 	     24 
    2.032	  ENTER	     2 	      4 	     -1 	      0 	     24 
    3.239	  ENTER	     3 	      2 	     -1 	      0 	     24 
    9.800	  ENTER	     4 	      3 	     -1 	      0 	     24 
   15.792	  ENTER	     5 	      6 	     -1 	      0 	     24 
   20.475	  ENTER	     6 	      7 	     -1 	      0 	     24 
   40.121	  ENTER	     7 	     10 	     -1 	      0 	     24 
   42.648	  ENTER	     8 	      3 	     -1 	      0 	     24 
   44.156	  ENTER	     9 	      2 	     -1 	      0 	     24 
   44.978	  ENTER	    10 	      7 	     -1 	      0 	     24 
   52.759	  ENTER	    11 	      4 	     -1 	      0 	     24 
   59.818	  ENTER	    12 	      4 	     -1 	      0 	     24 
   60.000	   EXIT	     1 	      4 	      5 	     60 	     19 
   60.000	   EXIT	     2 	      4 	      4 	     58 	     15 
   60.000	   EXIT	     3 	      4 	      2 	   56.8 	     13 
   60.000	   EXIT	     4 	      4 	      3 	   50.2 	     10 
   60.000	   EXIT	     5 	      4 	      6 	   44.2 	      4 
   60.000	   EXIT	     6 	      4 	      3 	   17.4 	      1 
   60.000	  LEAVE	     1 	      4 	      4 	   59.8 	      1 
   66.145	  ENTER	    13 	      7 	      4 	   59.8 	      1 
   67.686	  ENTER	    14 	      3 	      4 	   59.8 	      1 
   81.828	  ENTER	    15 	      5 	      4 	   59.8 	      1 
   94.163	  ENTER	    16 	      2 	      4 	   59.8 	      1 
  103.451	  ENTER	    17 	      5 	      4 	   59.8 	      1 
  106.982	  ENTER	    18 	      4 	      4 	   59.8 	      1 
  116.754	  ENTER	    19 	      1 	      4 	   59.8 	      1 
  120.000	   EXIT	     7 	      1 	      7 	   99.5 	     17 
  120.000	   EXIT	     8 	      1 	     10 	   79.9 	      7 
  120.000	   EXIT	     9 	      1 	      2 	   75.8 	      5 
  120.000	   EXIT	    10 	      1 	      4 	   67.2 	      1 
  120.000	  LEAVE	     2 	      1 	      1 	    117 	      1 
  133.842	  ENTER	    20 	      3 	      1 	    117 	      1 
  146.885	  ENTER	    21 	      5 	      1 	    117 	      1 
  156.775	  ENTER	    22 	      3 	      1 	    117 	      1 
  163.499	  ENTER	    23 	      1 	      1 	    117 	      1 
  167.224	  ENTER	    24 	      3 	      1 	    117 	      1 
  171.279	  ENTER	    25 	      3 	      1 	    117 	      1 
  174.414	  ENTER	    26 	      5 	      1 	    117 	      1 
  180.000	   EXIT	    11 	      5 	      7 	    135 	     17 
  180.000	   EXIT	    12 	      5 	      4 	    120 	     13 
  180.000	   EXIT	    13 	      5 	      7 	    114 	      6 
  180.000	   EXIT	    14 	      5 	      3 	    112 	      3 
  180.000	   EXIT	    15 	      5 	      2 	   85.8 	      1 
  180.000	  LEAVE	     3 	      5 	      5 	    174 	      1 
  190.400	  ENTER	    27 	      4 	      5 	    174 	      1 
  193.021	  ENTER	    28 	      3 	      5 	    174 	      1 
  211.252	  ENTER	    29 	      4 	      5 	    174 	      1 
  240.000	   EXIT	    16 	      4 	      5 	    158 	     19 
  240.000	   EXIT	    17 	      4 	      5 	    137 	     14 
  240.000	   EXIT	    18 	      4 	      4 	    133 	     10 
  240.000	   EXIT	    19 	      4 	      1 	    123 	      9 
  240.000	   EXIT	    20 	      4 	      3 	    106 	      6 
  240.000	   EXIT	    21 	      4 	      5 	   93.1 	      1 
  240.000	  LEAVE	     4 	      4 	      4 	    211 	      1 
  246.600	  ENTER	    30 	      1 	      4 	    211 	      1 
  249.034	  ENTER	    31 	      1 	      4 	    211 	      1 
  250.609	  ENTER	    32 	      3 	      4 	    211 	      1 
  255.471	  ENTER	    33 	      4 	      4 	    211 	      1 
  258.363	  ENTER	    34 	      4 	      4 	    211 	      1 
  274.588	  ENTER	    35 	      8 	      4 	    211 	      1 
  276.830	  ENTER	    36 	      6 	      4 	    211 	      1 
  278.942	  ENTER	    37 	      3 	      4 	    211 	      1 
  290.195	  ENTER	    38 	      2 	      4 	    211 	      1 
  299.032	  ENTER	    39 	      3 	      4 	    211 	      1 
  300.000	   EXIT	    22 	      3 	      3 	    143 	     21 
  300.000	   EXIT	    23 	      3 	      1 	    137 	     20 
  300.000	   EXIT	    24 	      3 	      3 	    133 	     17 
  300.000	   EXIT	    25 	      3 	      3 	    129 	     14 
  300.000	   EXIT	    26 	      3 	      5 	    126 	      9 
  300.000	   EXIT	    27 	      3 	      4 	    110 	      5 
  300.000	   EXIT	    28 	      3 	      3 	    107 	      2 
  300.000	   EXIT	    29 	      3 	      1 	   53.4 	      1 
  300.000	  LEAVE	     5 	      3 	      3 	    299 	      1 
  300.522	  ENTER	    40 	      1 	      3 	    299 	      1 
  323.111	  ENTER	    41 	      1 	      3 	    299 	      1 
  346.573	  ENTER	    42 	      5 	      3 	    299 	      1 
  360.000	   EXIT	    30 	      5 	      4 	    149 	     20 
  360.000	   EXIT	    31 	      5 	      1 	    111 	     19 
  360.000	   EXIT	    32 	      5 	      3 	    109 	     16 
  360.000	   EXIT	    33 	      5 	      4 	    105 	     12 
  360.000	   EXIT	    34 	      5 	      4 	    102 	      8 
  360.000	   EXIT	    35 	      5 	      6 	   83.2 	      2 
  360.000	   EXIT	    36 	      5 	      1 	   59.5 	      1 
  360.000	  LEAVE	     6 	      5 	      5 	    347 	      1 
  364.999	  ENTER	    43 	      4 	      5 	    347 	      1 
  388.398	  ENTER	    44 	      5 	      5 	    347 	      1 
  388.478	  ENTER	    45 	      8 	      5 	    347 	      1 
  407.274	  ENTER	    46 	      5 	      5 	    347 	      1 
  420.000	   EXIT	    37 	      5 	      8 	    145 	     16 
  420.000	   EXIT	    38 	      5 	      3 	    141 	     13 
  420.000	   EXIT	    39 	      5 	      2 	    130 	     11 
  420.000	   EXIT	    40 	      5 	      3 	    121 	      8 
  420.000	   EXIT	    41 	      5 	      1 	   96.9 	      7 
  420.000	   EXIT	    42 	      5 	      5 	   73.4 	      2 
  420.000	  LEAVE	     7 	      5 	      5 	    407 	      2 
  420.351	  ENTER	    47 	      3 	      5 	    407 	      2 
  428.477	  ENTER	    48 	      3 	      5 	    407 	      2 
  442.170	  ENTER	    49 	      4 	      5 	    407 	      2 
  446.911	  ENTER	    50 	      2 	      5 	    407 	      2 
  452.351	  ENTER	    51 	      3 	      5 	    407 	      2 
  476.971	  ENTER	    52 	      1 	      5 	    407 	      2 
  480.000	   EXIT	    43 	      1 	      4 	    115 	     20 
  480.000	   EXIT	    44 	      1 	      5 	   91.6 	     15 
  480.000	   EXIT	    45 	      1 	      8 	   91.5 	      7 
  480.000	   EXIT	    46 	      1 	      5 	   72.7 	      2 
  480.000	  LEAVE	     8 	      1 	      1 	    477 	      1 
  480.000	   EXIT	    47 	      1 	      1 	   3.03 	      1 
  480.066	  ENTER	    53 	      2 	      1 	   3.03 	      1 
  492.134	  ENTER	    54 	      1 	      1 	   3.03 	      1 
  540.000	   EXIT	    48 	      1 	      3 	    120 	     21 
  540.000	   EXIT	    49 	      1 	      3 	    112 	     18 
  540.000	   EXIT	    50 	      1 	      4 	   97.8 	     14 
  540.000	   EXIT	    51 	      1 	      2 	   93.1 	     12 
  540.000	   EXIT	    52 	      1 	      3 	   87.6 	      9 
  540.000	   EXIT	    53 	      1 	      2 	   59.9 	      7 
