    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.001	  ENTER	     1 	      5 	      5 	      0 	      1 
    2.032	  ENTER	     2 	      4 	      5 	      0 	      1 
    3.239	  ENTER	     3 	      2 	      5 	      0 	      1 
    9.800	  ENTER	     4 	      3 	      5 	      0 	      1 
   15.792	  ENTER	     5 	      6 	      5 	      0 	      1 
   20.475	  ENTER	     6 	      7 	      5 	      0 	      1 
   40.121	  ENTER	     7 	     10 	      5 	      0 	      1 
   42.648	  ENTER	     8 	      3 	      5 	      0 	      1 
   44.156	  ENTER	     9 	      2 	      5 	      0 	      1 
   44.978	  ENTER	    10 	      7 	      5 	      0 	      1 
   52.759	  ENTER	    11 	      4 	      5 	      0 	      1 
   59.818	  ENTER	    12 	      4 	      5 	      0 	      1 
   60.000	   EXIT	     1 	      4 	      5 	     60 	     11 
   60.000	   EXIT	     2 	      4 	      4 	     58 	      7 
   60.000	   EXIT	     3 	      4 	      2 	   56.8 	      5 
   60.000	   EXIT	     4 	      4 	      3 	   50.2 	      2 
   60.000	  LEAVE	     1 	      4 	      4 	   59.8 	      2 
   66.145	  ENTER	    13 	      7 	      4 	   59.8 	      2 
   67.686	  ENTER	    14 	      3 	      4 	   59.8 	      2 
   81.828	  ENTER	    15 	      5 	      4 	   59.8 	      2 
   94.163	  ENTER	    16 	      2 	      4 	   59.8 	      2 
  103.451	  ENTER	    17 	      5 	      4 	   59.8 	      2 
  106.982	  ENTER	    18 	      4 	      4 	   59.8 	      2 
  116.754	  ENTER	    19 	      1 	      4 	   59.8 	      2 
  120.000	   EXIT	     5 	      1 	      6 	    104 	     10 
  120.000	   EXIT	     6 	      1 	      7 	   99.5 	      3 
  120.000	   EXIT	     7 	      1 	      2 	   75.8 	      1 
  120.000	  LEAVE	     2 	      1 	      1 	    117 	      1 
  133.842	  ENTER	    20 	      3 	      1 	    117 	      1 
  146.885	  ENTER	    21 	      5 	      1 	    117 	      1 
  156.775	  ENTER	    22 	      3 	      1 	    117 	      1 
  163.499	  ENTER	    23 	      1 	      1 	    117 	      1 
  167.224	  ENTER	    24 	      3 	      1 	    117 	      1 
  171.279	  ENTER	    25 	      3 	      1 	    117 	      1 
  174.414	  ENTER	    26 	      5 	      1 	    117 	      1 
  180.000	   EXIT	     8 	      5 	     10 	    140 	      6 
  180.000	   EXIT	     9 	      5 	      3 	    137 	      3 
  180.000	   EXIT	    10 	      5 	      2 	   85.8 	      1 
  180.000	  LEAVE	     3 	      5 	      5 	    174 	      1 
  190.400	  ENTER	    27 	      4 	      5 	    174 	      1 
  193.021	  ENTER	    28 	      3 	      5 	    174 	      1 
  211.252	  ENTER	    29 	      4 	      5 	    174 	      1 
  240.000	   EXIT	    11 	      4 	      7 	    195 	      9 
  240.000	   EXIT	    12 	      4 	      4 	    187 	      5 
  240.000	   EXIT	    13 	      4 	      4 	    180 	      1 
  240.000	  LEAVE	     4 	      4 	      4 	    211 	      1 
  246.600	  ENTER	    30 	      1 	      4 	    211 	      1 
  249.034	  ENTER	    31 	      1 	      4 	    211 	      1 
  250.609	  ENTER	    32 	      3 	      4 	    211 	      1 
  255.471	  ENTER	    33 	      4 	      4 	    211 	      1 
  258.363	  ENTER	    34 	      4 	      4 	    211 	      1 
  274.588	  ENTER	    35 	      8 	      4 	    211 	      1 
  276.830	  ENTER	    36 	      6 	      4 	    211 	      1 
  278.942	  ENTER	    37 	      3 	      4 	    211 	      1 
  290.195	  ENTER	    38 	      2 	      4 	    211 	      1 
  299.032	  ENTER	    39 	      3 	      4 	    211 	      1 
  300.000	   EXIT	    14 	      3 	      7 	    234 	      9 
  300.000	   EXIT	    15 	      3 	      3 	    232 	      6 
  300.000	   EXIT	    16 	      3 	      5 	    218 	      1 
  300.000	  LEAVE	     5 	      3 	      3 	    299 	      1 
  300.522	  ENTER	    40 	      1 	      3 	    299 	      1 
  323.111	  ENTER	    41 	      1 	      3 	    299 	      1 
  346.573	  ENTER	    42 	      5 	      3 	    299 	      1 
  360.000	   EXIT	    17 	      5 	      5 	    257 	     11 
  360.000	   EXIT	    18 	      5 	      4 	    253 	      7 
  360.000	   EXIT	    19 	      5 	      1 	    243 	      6 
  360.000	   EXIT	    20 	      5 	      3 	    226 	      3 
  360.000	   EXIT	    21 	      5 	      1 	    197 	      2 
  360.000	   EXIT	    22 	      5 	      1 	    113 	      1 
  360.000	  LEAVE	     6 	      5 	      5 	    347 	      1 
  364.999	  ENTER	    43 	      4 	      5 	    347 	      1 
  388.398	  ENTER	    44 	      5 	      5 	    347 	      1 
  388.478	  ENTER	    45 	      8 	      5 	    347 	      1 
  407.274	  ENTER	    46 	      5 	      5 	    347 	      1 
  420.000	   EXIT	    23 	      5 	      5 	    273 	     11 
  420.000	   EXIT	    24 	      5 	      3 	    263 	      8 
  420.000	   EXIT	    25 	      5 	      3 	    253 	      5 
  420.000	   EXIT	    26 	      5 	      3 	    249 	      2 
  420.000	   EXIT	    27 	      5 	      1 	    171 	      1 
  420.000	  LEAVE	     7 	      5 	      5 	    407 	      1 
  420.351	  ENTER	    47 	      3 	      5 	    407 	      1 
  428.477	  ENTER	    48 	      3 	      5 	    407 	      1 
  442.170	  ENTER	    49 	      4 	      5 	    407 	      1 
  446.911	  ENTER	    50 	      2 	      5 	    407 	      1 
  452.351	  ENTER	    51 	      3 	      5 	    407 	      1 
  476.971	  ENTER	    52 	      1 	      5 	    407 	      1 
  480.000	   EXIT	    28 	      1 	      5 	    306 	     11 
  480.000	   EXIT	    29 	      1 	      4 	    290 	      7 
  480.000	   EXIT	    30 	      1 	      3 	    287 	      4 
  480.000	   EXIT	    31 	      1 	      3 	    229 	      1 
  480.000	  LEAVE	     8 	      1 	      1 	    477 	      1 
  480.066	  ENTER	    53 	      2 	      1 	    477 	      1 
  492.134	  ENTER	    54 	      1 	      1 	    477 	      1 
  540.000	   EXIT	    32 	      1 	      4 	    329 	     12 
  540.000	   EXIT	    33 	      1 	      4 	    285 	      8 
  540.000	   EXIT	    34 	      1 	      4 	    282 	      4 
  540.000	   EXIT	    35 	      1 	      3 	    261 	      1 
  540.000	  LEAVE	     9 	      1 	      1 	    492 	      1 
  600.000	   EXIT	    36 	      1 	      8 	    325 	      8 
  600.000	   EXIT	    37 	      1 	      6 	    323 	      2 
  600.000	   EXIT	    38 	      1 	      1 	    299 	      1 
  600.000	  LEAVE	    10 	      1 	      1 	    492 	      1 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  2.313 Time Sample Var. =	  3.484
 Event Ave. =	  3.451 Event Sample Var. =	  3.659
 Minimum =	      1
 Maximum =	     10
VARS[4]:
 Time Ave. = 	   2.44 Time Sample Var. =	  3.086
 Event Ave. =	  3.824 Event Sample Var. =	  2.988
 Minimum =	      1
 Maximum =	     10
WAIT[VARS[5]]:
 Time Ave. = 	  351.9 Time Sample Var. =	2.928e+04
 Event Ave. =	  200.6 Event Sample Var. =	1.784e+04
 Minimum =	      0
 Maximum =	  492.1
VARS[1]:
 Time Ave. = 	   1.06 Time Sample Var. =	 0.0564
 Event Ave. =	  2.627 Event Sample Var. =	  8.626
 Minimum =	      1
 Maximum =	     12
