    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.004	  ENTER	     1 	      2 	     -1 	      0 	      2 
    2.016	  ENTER	     2 	      4 	     -1 	      0 	      2 
    5.456	  ENTER	     3 	      2 	     -1 	      0 	      2 
   10.776	  ENTER	     4 	      2 	     -1 	      0 	      2 
   33.401	  ENTER	     5 	      6 	     -1 	      0 	      2 
   34.928	  ENTER	     6 	      5 	     -1 	      0 	      2 
   48.177	  ENTER	     7 	      4 	     -1 	      0 	      2 
   57.237	  ENTER	     8 	      4 	     -1 	      0 	      2 
   60.000	   EXIT	     1 	      4 	      2 	     60 	     14 
   60.000	   EXIT	     2 	      4 	      4 	     58 	     10 
   60.000	   EXIT	     3 	      4 	      2 	   54.5 	      8 
   60.000	   EXIT	     4 	      4 	      2 	   49.2 	      6 
   60.000	   EXIT	     5 	      4 	      5 	   25.1 	      1 
   60.000	  LEAVE	     1 	      4 	      4 	   57.2 	      1 
   66.674	  ENTER	     9 	      3 	      4 	   57.2 	      1 
   78.285	  ENTER	    10 	      5 	      4 	   57.2 	      1 
   84.325	  ENTER	    11 	      6 	      4 	   57.2 	      1 
   97.522	  ENTER	    12 	      4 	      4 	   57.2 	      1 
  104.631	  ENTER	    13 	      6 	      4 	   57.2 	      1 
  104.862	  ENTER	    14 	      6 	      4 	   57.2 	      1 
  120.000	   EXIT	     6 	      6 	      6 	   86.6 	     10 
  120.000	   EXIT	     7 	      6 	      4 	   71.8 	      6 
  120.000	   EXIT	     8 	      6 	      4 	   62.8 	      2 
  120.000	  LEAVE	     2 	      6 	      6 	    105 	      2 
  128.658	  ENTER	    15 	      4 	      6 	    105 	      2 
  165.356	  ENTER	    16 	      5 	      6 	    105 	      2 
  180.000	   EXIT	     9 	      5 	      3 	    113 	     13 
  180.000	   EXIT	    10 	      5 	      5 	    102 	      8 
  180.000	   EXIT	    11 	      5 	      6 	   95.7 	      2 
  180.000	  LEAVE	     3 	      5 	      5 	    165 	      2 
  180.605	  ENTER	    17 	      4 	      5 	    165 	      2 
  229.034	  ENTER	    18 	      3 	      5 	    165 	      2 
  237.098	  ENTER	    19 	      6 	      5 	    165 	      2 
  237.775	  ENTER	    20 	      3 	      5 	    165 	      2 
  240.000	   EXIT	    12 	      3 	      4 	    142 	     12 
  240.000	   EXIT	    13 	      3 	      6 	    135 	      6 
  240.000	   EXIT	    14 	      3 	      4 	    111 	      2 
  240.000	  LEAVE	     4 	      3 	      3 	    238 	      2 
  241.012	  ENTER	    21 	      1 	      3 	    238 	      2 
  245.499	  ENTER	    22 	      3 	      3 	    238 	      2 
  252.472	  ENTER	    23 	      1 	      3 	    238 	      2 
  252.708	  ENTER	    24 	      7 	      3 	    238 	      2 
  259.399	  ENTER	    25 	      7 	      3 	    238 	      2 
  261.782	  ENTER	    26 	      6 	      3 	    238 	      2 
  261.829	  ENTER	    27 	      3 	      3 	    238 	      2 
  265.364	  ENTER	    28 	      2 	      3 	    238 	      2 
  276.603	  ENTER	    29 	      3 	      3 	    238 	      2 
  286.424	  ENTER	    30 	      4 	      3 	    238 	      2 
  300.000	   EXIT	    15 	      4 	      6 	    195 	     10 
  300.000	   EXIT	    16 	      4 	      5 	    135 	      5 
  300.000	   EXIT	    17 	      4 	      4 	    119 	      1 
  300.000	  LEAVE	     5 	      4 	      4 	    286 	      1 
  308.839	  ENTER	    31 	      5 	      4 	    286 	      1 
  309.045	  ENTER	    32 	      2 	      4 	    286 	      1 
  315.214	  ENTER	    33 	      7 	      4 	    286 	      1 
  320.755	  ENTER	    34 	      1 	      4 	    286 	      1 
  325.794	  ENTER	    35 	      3 	      4 	    286 	      1 
  334.903	  ENTER	    36 	      4 	      4 	    286 	      1 
  336.020	  ENTER	    37 	      6 	      4 	    286 	      1 
  346.068	  ENTER	    38 	      2 	      4 	    286 	      1 
  353.636	  ENTER	    39 	      3 	      4 	    286 	      1 
  358.401	  ENTER	    40 	      2 	      4 	    286 	      1 
  360.000	   EXIT	    18 	      2 	      3 	    131 	     13 
  360.000	   EXIT	    19 	      2 	      6 	    123 	      7 
  360.000	   EXIT	    20 	      2 	      3 	    122 	      4 
  360.000	   EXIT	    21 	      2 	      1 	    119 	      3 
  360.000	   EXIT	    22 	      2 	      1 	    108 	      2 
  360.000	   EXIT	    23 	      2 	      1 	   39.2 	      1 
  360.000	  LEAVE	     6 	      2 	      2 	    358 	      1 
  366.214	  ENTER	    41 	      6 	      2 	    358 	      1 
