    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      1 	      7 	      0 	      2 
    9.965	  ENTER	     2 	      6 	      7 	      0 	      2 
   20.617	  ENTER	     3 	      2 	      7 	      0 	      2 
   30.274	  ENTER	     4 	      3 	      7 	      0 	      2 
   35.773	  ENTER	     5 	      5 	      7 	      0 	      2 
   49.071	  ENTER	     6 	      0 	      7 	      0 	      2 
   52.927	  ENTER	     7 	      4 	      7 	      0 	      2 
   55.239	  ENTER	     8 	      4 	      7 	      0 	      2 
   60.000	   EXIT	     1 	      4 	      1 	     60 	     19 
   60.000	   EXIT	     2 	      4 	      6 	     50 	     13 
   60.000	   EXIT	     3 	      4 	      2 	   39.4 	     11 
   60.000	   EXIT	     4 	      4 	      3 	   29.7 	      8 
   60.000	   EXIT	     5 	      4 	      5 	   24.2 	      3 
   60.000	  LEAVE	     1 	      4 	      4 	   55.2 	      3 
   65.817	  ENTER	     9 	      1 	      4 	   55.2 	      3 
   71.854	  ENTER	    10 	      5 	      4 	   55.2 	      3 
   77.900	  ENTER	    11 	      3 	      4 	   55.2 	      3 
   91.985	  ENTER	    12 	      2 	      4 	   55.2 	      3 
  120.000	   EXIT	     6 	      2 	      4 	   67.1 	     16 
  120.000	   EXIT	     7 	      2 	      4 	   64.8 	     12 
  120.000	   EXIT	     8 	      2 	      1 	   54.2 	     11 
  120.000	   EXIT	     9 	      2 	      5 	   48.1 	      6 
  120.000	   EXIT	    10 	      2 	      3 	   42.1 	      3 
  120.000	  LEAVE	     2 	      2 	      2 	     92 	      1 
  120.000	   EXIT	    11 	      2 	      2 	     28 	      1 
  122.588	  ENTER	    13 	      4 	      2 	     28 	      1 
  123.536	  ENTER	    14 	      2 	      2 	     28 	      1 
  140.391	  ENTER	    15 	      3 	      2 	     28 	      1 
  151.875	  ENTER	    16 	      0 	      2 	     28 	      1 
  169.001	  ENTER	    17 	      4 	      2 	     28 	      1 
  171.618	  ENTER	    18 	      6 	      2 	     28 	      1 
  176.158	  ENTER	    19 	      5 	      2 	     28 	      1 
  176.363	  ENTER	    20 	      4 	      2 	     28 	      1 
  180.000	   EXIT	    12 	      4 	      4 	   57.4 	     16 
  180.000	   EXIT	    13 	      4 	      2 	   56.5 	     14 
  180.000	   EXIT	    14 	      4 	      3 	   39.6 	     11 
  180.000	   EXIT	    15 	      4 	      4 	     11 	      7 
  180.000	   EXIT	    16 	      4 	      6 	   8.38 	      1 
  180.000	  LEAVE	     3 	      4 	      4 	    176 	      1 
  180.044	  ENTER	    21 	      2 	      4 	    176 	      1 
  185.719	  ENTER	    22 	      2 	      4 	    176 	      1 
  220.653	  ENTER	    23 	      3 	      4 	    176 	      1 
  237.514	  ENTER	    24 	      3 	      4 	    176 	      1 
  240.000	   EXIT	    17 	      3 	      5 	   63.8 	     15 
  240.000	   EXIT	    18 	      3 	      4 	   63.6 	     11 
  240.000	   EXIT	    19 	      3 	      2 	     60 	      9 
  240.000	   EXIT	    20 	      3 	      2 	   54.3 	      7 
  240.000	   EXIT	    21 	      3 	      3 	   19.3 	      4 
  240.000	  LEAVE	     4 	      3 	      3 	    238 	      1 
  240.000	   EXIT	    22 	      3 	      3 	   2.49 	      1 
  240.998	  ENTER	    25 	      5 	      3 	   2.49 	      1 
  244.365	  ENTER	    26 	      1 	      3 	   2.49 	      1 
  257.828	  ENTER	    27 	      7 	      3 	   2.49 	      1 
  267.688	  ENTER	    28 	      4 	      3 	   2.49 	      1 
  269.000	  ENTER	    29 	      3 	      3 	   2.49 	      1 
  269.434	  ENTER	    30 	      3 	      3 	   2.49 	      1 
  300.000	   EXIT	    23 	      3 	      5 	     59 	     15 
  300.000	   EXIT	    24 	      3 	      1 	   55.6 	     14 
  300.000	   EXIT	    25 	      3 	      7 	   42.2 	      7 
  300.000	   EXIT	    26 	      3 	      4 	   32.3 	      3 
  300.000	  LEAVE	     5 	      3 	      3 	    269 	      3 
  322.710	  ENTER	    31 	      3 	      3 	    269 	      3 
  328.378	  ENTER	    32 	      1 	      3 	    269 	      3 
  329.050	  ENTER	    33 	      6 	      3 	    269 	      3 
  336.599	  ENTER	    34 	      1 	      3 	    269 	      3 
  342.068	  ENTER	    35 	      3 	      3 	    269 	      3 
  354.181	  ENTER	    36 	      1 	      3 	    269 	      3 
  356.152	  ENTER	    37 	      2 	      3 	    269 	      3 
  359.790	  ENTER	    38 	      2 	      3 	    269 	      3 
  360.000	   EXIT	    27 	      2 	      3 	     91 	     17 
  360.000	   EXIT	    28 	      2 	      3 	   90.6 	     14 
  360.000	   EXIT	    29 	      2 	      3 	   37.3 	     11 
  360.000	   EXIT	    30 	      2 	      1 	   31.6 	     10 
  360.000	   EXIT	    31 	      2 	      6 	   30.9 	      4 
  360.000	   EXIT	    32 	      2 	      1 	   23.4 	      3 
  360.000	   EXIT	    33 	      2 	      1 	   5.82 	      2 
  360.000	  LEAVE	     6 	      2 	      2 	    360 	      2 
  362.239	  ENTER	    39 	      1 	      2 	    360 	      2 
  366.566	  ENTER	    40 	      4 	      2 	    360 	      2 
  366.843	  ENTER	    41 	      1 	      2 	    360 	      2 
  380.426	  ENTER	    42 	      2 	      2 	    360 	      2 
  395.859	  ENTER	    43 	      5 	      2 	    360 	      2 
  399.152	  ENTER	    44 	      3 	      2 	    360 	      2 
  399.297	  ENTER	    45 	      2 	      2 	    360 	      2 
  406.224	  ENTER	    46 	      4 	      2 	    360 	      2 
  420.000	   EXIT	    34 	      4 	      3 	   77.9 	     17 
  420.000	   EXIT	    35 	      4 	      2 	   63.8 	     15 
  420.000	   EXIT	    36 	      4 	      2 	   60.2 	     13 
  420.000	   EXIT	    37 	      4 	      1 	   57.8 	     12 
  420.000	   EXIT	    38 	      4 	      4 	   53.4 	      8 
  420.000	   EXIT	    39 	      4 	      1 	   53.2 	      7 
  420.000	   EXIT	    40 	      4 	      2 	   39.6 	      5 
  420.000	   EXIT	    41 	      4 	      3 	   20.8 	      2 
  420.000	  LEAVE	     7 	      4 	      4 	    406 	      2 
  421.314	  ENTER	    47 	      2 	      4 	    406 	      2 
  437.427	  ENTER	    48 	      3 	      4 	    406 	      2 
  452.903	  ENTER	    49 	      3 	      4 	    406 	      2 
  462.848	  ENTER	    50 	      3 	      4 	    406 	      2 
  465.466	  ENTER	    51 	      0 	      4 	    406 	      2 
  465.586	  ENTER	    52 	      4 	      4 	    406 	      2 
  471.879	  ENTER	    53 	      5 	      4 	    406 	      2 
  472.991	  ENTER	    54 	      4 	      4 	    406 	      2 
  480.000	   EXIT	    42 	      4 	      5 	   84.1 	     15 
  480.000	   EXIT	    43 	      4 	      2 	   80.7 	     13 
  480.000	   EXIT	    44 	      4 	      4 	   73.8 	      9 
  480.000	   EXIT	    45 	      4 	      2 	   58.7 	      7 
  480.000	   EXIT	    46 	      4 	      3 	   42.6 	      4 
  480.000	   EXIT	    47 	      4 	      3 	   27.1 	      1 
  480.000	  LEAVE	     8 	      4 	      4 	    473 	      1 
  481.942	  ENTER	    55 	      6 	      4 	    473 	      1 
  540.000	   EXIT	    48 	      6 	      3 	   77.2 	     17 
  540.000	   EXIT	    49 	      6 	      4 	   74.4 	     13 
  540.000	   EXIT	    50 	      6 	      5 	   68.1 	      8 
  540.000	   EXIT	    51 	      6 	      4 	     67 	      4 
  540.000	  LEAVE	     9 	      6 	      6 	    482 	      4 
  600.000	  LEAVE	    10 	      6 	      6 	    482 	     14 
  600.000	   EXIT	    52 	      6 	      6 	    118 	     14 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  4.452 Time Sample Var. =	  3.632
 Event Ave. =	  3.316 Event Sample Var. =	  2.131
 Minimum =	      0
 Maximum =	      7
VARS[4]:
 Time Ave. = 	   4.74 Time Sample Var. =	  2.432
 Event Ave. =	  3.453 Event Sample Var. =	   2.47
 Minimum =	      1
 Maximum =	      7
WAIT[VARS[5]]:
 Time Ave. = 	  182.4 Time Sample Var. =	2.38e+04
 Event Ave. =	  133.3 Event Sample Var. =	2.172e+04
 Minimum =	      0
 Maximum =	  481.9
VARS[1]:
 Time Ave. = 	    6.8 Time Sample Var. =	  35.16
 Event Ave. =	  5.282 Event Sample Var. =	   26.2
 Minimum =	      1
 Maximum =	     19
