    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      3 	      8 	      0 	     20 
   11.493	  ENTER	     2 	      0 	      8 	      0 	     20 
   15.309	  ENTER	     3 	      3 	      8 	      0 	     20 
   15.514	  ENTER	     4 	      7 	      8 	      0 	     20 
   49.940	  ENTER	     5 	      2 	      8 	      0 	     20 
   56.700	  ENTER	     6 	      4 	      8 	      0 	     20 
   60.000	   EXIT	     1 	      4 	      3 	     60 	     25 
   60.000	   EXIT	     2 	      4 	      3 	   44.7 	     22 
   60.000	   EXIT	     3 	      4 	      7 	   44.5 	     15 
   60.000	   EXIT	     4 	      4 	      2 	   10.1 	     13 
   60.000	  LEAVE	     1 	      4 	      4 	   56.7 	      9 
   60.000	   EXIT	     5 	      4 	      4 	    3.3 	      9 
   65.257	  ENTER	     7 	      3 	      4 	    3.3 	      9 
   69.545	  ENTER	     8 	      4 	      4 	    3.3 	      9 
   71.523	  ENTER	     9 	      1 	      4 	    3.3 	      9 
   72.510	  ENTER	    10 	      4 	      4 	    3.3 	      9 
   84.086	  ENTER	    11 	      2 	      4 	    3.3 	      9 
   94.806	  ENTER	    12 	      3 	      4 	    3.3 	      9 
  104.548	  ENTER	    13 	      6 	      4 	    3.3 	      9 
  105.902	  ENTER	    14 	      0 	      4 	    3.3 	      9 
  106.574	  ENTER	    15 	      3 	      4 	    3.3 	      9 
  120.000	   EXIT	     6 	      3 	      3 	   54.7 	     25 
  120.000	   EXIT	     7 	      3 	      4 	   50.5 	     21 
  120.000	   EXIT	     8 	      3 	      1 	   48.5 	     20 
  120.000	   EXIT	     9 	      3 	      4 	   47.5 	     16 
  120.000	   EXIT	    10 	      3 	      2 	   35.9 	     14 
  120.000	   EXIT	    11 	      3 	      3 	   25.2 	     11 
  120.000	   EXIT	    12 	      3 	      6 	   15.5 	      5 
  120.000	  LEAVE	     2 	      3 	      3 	    107 	      2 
  120.000	   EXIT	    13 	      3 	      3 	   13.4 	      2 
  120.679	  ENTER	    16 	      3 	      3 	   13.4 	      2 
  124.947	  ENTER	    17 	      3 	      3 	   13.4 	      2 
  132.085	  ENTER	    18 	      6 	      3 	   13.4 	      2 
  141.612	  ENTER	    19 	      5 	      3 	   13.4 	      2 
  149.623	  ENTER	    20 	      2 	      3 	   13.4 	      2 
  150.696	  ENTER	    21 	     10 	      3 	   13.4 	      2 
  150.759	  ENTER	    22 	      0 	      3 	   13.4 	      2 
  180.000	   EXIT	    14 	      0 	      3 	   59.3 	     25 
  180.000	   EXIT	    15 	      0 	      3 	   55.1 	     22 
  180.000	   EXIT	    16 	      0 	      6 	   47.9 	     16 
  180.000	   EXIT	    17 	      0 	      5 	   38.4 	     11 
  180.000	   EXIT	    18 	      0 	      2 	   30.4 	      9 
  180.000	  LEAVE	     3 	      0 	     -1 	    151 	      9 
  182.235	  ENTER	    23 	      3 	     -1 	    151 	      9 
  192.789	  ENTER	    24 	      3 	     -1 	    151 	      9 
  206.754	  ENTER	    25 	      3 	     -1 	    151 	      9 
  228.928	  ENTER	    26 	      5 	     -1 	    151 	      9 
  240.000	   EXIT	    19 	      5 	     10 	   89.3 	     18 
  240.000	   EXIT	    20 	      5 	      3 	   57.8 	     15 
  240.000	   EXIT	    21 	      5 	      3 	   47.2 	     12 
  240.000	   EXIT	    22 	      5 	      3 	   33.2 	      9 
  240.000	  LEAVE	     4 	      5 	      5 	    229 	      4 
  240.000	   EXIT	    23 	      5 	      5 	   11.1 	      4 
  245.164	  ENTER	    27 	      3 	      5 	   11.1 	      4 
  259.085	  ENTER	    28 	      4 	      5 	   11.1 	      4 
  294.474	  ENTER	    29 	      5 	      5 	   11.1 	      4 
  300.000	   EXIT	    24 	      5 	      3 	   54.8 	     25 
  300.000	   EXIT	    25 	      5 	      4 	   40.9 	     21 
  300.000	  LEAVE	     5 	      5 	      5 	    294 	     16 
  300.000	   EXIT	    26 	      5 	      5 	   5.53 	     16 
  302.000	  ENTER	    30 	      8 	      5 	   5.53 	     16 
  308.656	  ENTER	    31 	      6 	      5 	   5.53 	     16 
  315.365	  ENTER	    32 	      5 	      5 	   5.53 	     16 
  330.646	  ENTER	    33 	      0 	      5 	   5.53 	     16 
  333.471	  ENTER	    34 	      1 	      5 	   5.53 	     16 
  333.761	  ENTER	    35 	      2 	      5 	   5.53 	     16 
  334.860	  ENTER	    36 	      4 	      5 	   5.53 	     16 
  357.091	  ENTER	    37 	      5 	      5 	   5.53 	     16 
  358.051	  ENTER	    38 	      4 	      5 	   5.53 	     16 
  358.542	  ENTER	    39 	      2 	      5 	   5.53 	     16 
  360.000	   EXIT	    27 	      2 	      8 	     58 	     20 
  360.000	   EXIT	    28 	      2 	      6 	   51.3 	     14 
  360.000	   EXIT	    29 	      2 	      5 	   44.6 	      9 
  360.000	   EXIT	    30 	      2 	      1 	   26.5 	      8 
  360.000	   EXIT	    31 	      2 	      2 	   26.2 	      6 
  360.000	   EXIT	    32 	      2 	      4 	   25.1 	      2 
  360.000	  LEAVE	     6 	      2 	      2 	    359 	      2 
  362.414	  ENTER	    40 	     10 	      2 	    359 	      2 
  367.865	  ENTER	    41 	      5 	      2 	    359 	      2 
  376.721	  ENTER	    42 	      1 	      2 	    359 	      2 
  388.832	  ENTER	    43 	      3 	      2 	    359 	      2 
  407.190	  ENTER	    44 	      5 	      2 	    359 	      2 
  416.013	  ENTER	    45 	      0 	      2 	    359 	      2 
  416.181	  ENTER	    46 	      3 	      2 	    359 	      2 
  420.000	   EXIT	    33 	      3 	      5 	   62.9 	     23 
  420.000	   EXIT	    34 	      3 	      4 	   61.9 	     19 
  420.000	   EXIT	    35 	      3 	      2 	   61.5 	     17 
  420.000	   EXIT	    36 	      3 	     10 	   57.6 	      7 
  420.000	   EXIT	    37 	      3 	      5 	   52.1 	      2 
  420.000	   EXIT	    38 	      3 	      1 	   43.3 	      1 
  420.000	  LEAVE	     7 	      3 	      3 	    416 	      1 
  426.790	  ENTER	    47 	      5 	      3 	    416 	      1 
  427.364	  ENTER	    48 	      8 	      3 	    416 	      1 
  432.342	  ENTER	    49 	      7 	      3 	    416 	      1 
  437.134	  ENTER	    50 	      6 	      3 	    416 	      1 
  444.697	  ENTER	    51 	      4 	      3 	    416 	      1 
  450.084	  ENTER	    52 	      3 	      3 	    416 	      1 
  464.872	  ENTER	    53 	      6 	      3 	    416 	      1 
  478.599	  ENTER	    54 	      4 	      3 	    416 	      1 
  480.000	   EXIT	    39 	      4 	      3 	   91.2 	     25 
  480.000	   EXIT	    40 	      4 	      5 	   72.8 	     20 
  480.000	   EXIT	    41 	      4 	      3 	   63.8 	     17 
  480.000	   EXIT	    42 	      4 	      5 	   53.2 	     12 
  480.000	   EXIT	    43 	      4 	      8 	   52.6 	      4 
  480.000	   EXIT	    44 	      4 	      3 	   29.9 	      1 
  480.000	  LEAVE	     8 	      4 	      4 	    479 	      1 
  482.937	  ENTER	    55 	      2 	      4 	    479 	      1 
  482.990	  ENTER	    56 	      8 	      4 	    479 	      1 
  497.750	  ENTER	    57 	      1 	      4 	    479 	      1 
  500.594	  ENTER	    58 	      4 	      4 	    479 	      1 
  507.774	  ENTER	    59 	      4 	      4 	    479 	      1 
  508.937	  ENTER	    60 	      2 	      4 	    479 	      1 
  540.000	   EXIT	    45 	      2 	      7 	    108 	     21 
  540.000	   EXIT	    46 	      2 	      6 	    103 	     15 
  540.000	   EXIT	    47 	      2 	      4 	   95.3 	     11 
  540.000	   EXIT	    48 	      2 	      6 	   75.1 	      5 
  540.000	   EXIT	    49 	      2 	      4 	   61.4 	      1 
  540.000	  LEAVE	     9 	      2 	      2 	    509 	      1 
  600.000	   EXIT	    50 	      2 	      2 	    117 	     26 
  600.000	   EXIT	    51 	      2 	      8 	    117 	     18 
  600.000	   EXIT	    52 	      2 	      1 	    102 	     17 
  600.000	   EXIT	    53 	      2 	      4 	   99.4 	     13 
  600.000	   EXIT	    54 	      2 	      4 	   92.2 	      9 
  600.000	  LEAVE	    10 	      2 	      2 	    509 	      7 
  600.000	   EXIT	    55 	      2 	      2 	   91.1 	      7 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.011 Time Sample Var. =	  3.201
 Event Ave. =	  3.344 Event Sample Var. =	  3.778
 Minimum =	      0
 Maximum =	     10
VARS[4]:
 Time Ave. = 	    2.9 Time Sample Var. =	   3.57
 Event Ave. =	   3.88 Event Sample Var. =	  4.282
 Minimum =	     -1
 Maximum =	     10
WAIT[VARS[5]]:
 Time Ave. = 	  153.2 Time Sample Var. =	2.862e+04
 Event Ave. =	  125.2 Event Sample Var. =	2.582e+04
 Minimum =	      0
 Maximum =	  508.9
VARS[1]:
 Time Ave. = 	    6.7 Time Sample Var. =	  25.41
 Event Ave. =	  10.03 Event Sample Var. =	  58.13
 Minimum =	      1
 Maximum =	     26
