    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      5 	     -1 	      0 	     28 
   14.369	  ENTER	     2 	      3 	     -1 	      0 	     28 
   17.451	  ENTER	     3 	      1 	     -1 	      0 	     28 
   30.398	  ENTER	     4 	      1 	     -1 	      0 	     28 
   31.386	  ENTER	     5 	      5 	     -1 	      0 	     28 
   36.556	  ENTER	     6 	      4 	     -1 	      0 	     28 
   60.000	   EXIT	     1 	      4 	      5 	     60 	     23 
   60.000	   EXIT	     2 	      4 	      3 	   45.6 	     20 
   60.000	   EXIT	     3 	      4 	      1 	   42.5 	     19 
   60.000	   EXIT	     4 	      4 	      1 	   29.6 	     18 
   60.000	   EXIT	     5 	      4 	      5 	   28.6 	     13 
   60.000	  LEAVE	     1 	      4 	      4 	   36.6 	      9 
   60.000	   EXIT	     6 	      4 	      4 	   23.4 	      9 
   63.331	  ENTER	     7 	      7 	      4 	   23.4 	      9 
   70.495	  ENTER	     8 	      4 	      4 	   23.4 	      9 
   80.534	  ENTER	     9 	      2 	      4 	   23.4 	      9 
   89.182	  ENTER	    10 	      6 	      4 	   23.4 	      9 
   89.511	  ENTER	    11 	      9 	      4 	   23.4 	      9 
   92.683	  ENTER	    12 	      2 	      4 	   23.4 	      9 
   99.916	  ENTER	    13 	      2 	      4 	   23.4 	      9 
  101.248	  ENTER	    14 	      3 	      4 	   23.4 	      9 
  120.000	   EXIT	     7 	      3 	      7 	   56.7 	     21 
  120.000	   EXIT	     8 	      3 	      4 	   49.5 	     17 
  120.000	   EXIT	     9 	      3 	      2 	   39.5 	     15 
  120.000	   EXIT	    10 	      3 	      6 	   30.8 	      9 
  120.000	   EXIT	    11 	      3 	      2 	   27.3 	      7 
  120.000	   EXIT	    12 	      3 	      2 	   20.1 	      5 
  120.000	  LEAVE	     2 	      3 	      3 	    101 	      2 
  120.000	   EXIT	    13 	      3 	      3 	   18.8 	      2 
  149.284	  ENTER	    15 	      2 	      3 	   18.8 	      2 
  155.401	  ENTER	    16 	      7 	      3 	   18.8 	      2 
  158.062	  ENTER	    17 	      5 	      3 	   18.8 	      2 
  168.666	  ENTER	    18 	      1 	      3 	   18.8 	      2 
  180.000	   EXIT	    14 	      1 	      9 	   90.5 	     19 
  180.000	   EXIT	    15 	      1 	      2 	   30.7 	     17 
  180.000	   EXIT	    16 	      1 	      7 	   24.6 	     10 
  180.000	   EXIT	    17 	      1 	      5 	   21.9 	      5 
  180.000	  LEAVE	     3 	      1 	      1 	    169 	      4 
  180.000	   EXIT	    18 	      1 	      1 	   11.3 	      4 
  182.326	  ENTER	    19 	      3 	      1 	   11.3 	      4 
  201.332	  ENTER	    20 	      4 	      1 	   11.3 	      4 
  213.855	  ENTER	    21 	      0 	      1 	   11.3 	      4 
  220.162	  ENTER	    22 	      4 	      1 	   11.3 	      4 
  233.593	  ENTER	    23 	      1 	      1 	   11.3 	      4 
  240.000	   EXIT	    19 	      1 	      3 	   57.7 	     25 
  240.000	   EXIT	    20 	      1 	      4 	   38.7 	     21 
  240.000	   EXIT	    21 	      1 	      4 	   19.8 	     17 
  240.000	  LEAVE	     4 	      1 	      1 	    234 	     16 
  240.000	   EXIT	    22 	      1 	      1 	   6.41 	     16 
  257.261	  ENTER	    24 	      4 	      1 	   6.41 	     16 
  273.296	  ENTER	    25 	      2 	      1 	   6.41 	     16 
  274.373	  ENTER	    26 	      2 	      1 	   6.41 	     16 
  278.391	  ENTER	    27 	      5 	      1 	   6.41 	     16 
  289.757	  ENTER	    28 	      3 	      1 	   6.41 	     16 
  292.752	  ENTER	    29 	      3 	      1 	   6.41 	     16 
  300.000	   EXIT	    23 	      3 	      4 	   42.7 	     24 
  300.000	   EXIT	    24 	      3 	      2 	   26.7 	     22 
  300.000	   EXIT	    25 	      3 	      2 	   25.6 	     20 
  300.000	   EXIT	    26 	      3 	      5 	   21.6 	     15 
  300.000	   EXIT	    27 	      3 	      3 	   10.2 	     12 
  300.000	  LEAVE	     5 	      3 	      3 	    293 	      9 
  300.000	   EXIT	    28 	      3 	      3 	   7.25 	      9 
  304.934	  ENTER	    30 	      1 	      3 	   7.25 	      9 
  324.924	  ENTER	    31 	     10 	      3 	   7.25 	      9 
  326.855	  ENTER	    32 	      5 	      3 	   7.25 	      9 
  333.634	  ENTER	    33 	      5 	      3 	   7.25 	      9 
  340.532	  ENTER	    34 	      3 	      3 	   7.25 	      9 
  343.444	  ENTER	    35 	      5 	      3 	   7.25 	      9 
  345.293	  ENTER	    36 	      2 	      3 	   7.25 	      9 
  351.615	  ENTER	    37 	      1 	      3 	   7.25 	      9 
  360.000	   EXIT	    29 	      1 	      1 	   55.1 	     27 
  360.000	   EXIT	    30 	      1 	     10 	   35.1 	     17 
  360.000	   EXIT	    31 	      1 	      5 	   33.1 	     12 
  360.000	   EXIT	    32 	      1 	      5 	   26.4 	      7 
  360.000	   EXIT	    33 	      1 	      3 	   19.5 	      4 
  360.000	   EXIT	    34 	      1 	      2 	   14.7 	      2 
  360.000	  LEAVE	     6 	      1 	      1 	    352 	      1 
  360.000	   EXIT	    35 	      1 	      1 	   8.38 	      1 
  372.543	  ENTER	    38 	      2 	      1 	   8.38 	      1 
  388.796	  ENTER	    39 	      2 	      1 	   8.38 	      1 
