    Time	  Event	 Count	      POISSON[2]	         VARS[4]	   WAIT[VARS[5]]	           VARS[1] 
    0.002	  ENTER	     1 	      7 	     -1 	      0 	     28 
    5.449	  ENTER	     2 	      6 	     -1 	      0 	     28 
   40.872	  ENTER	     3 	      5 	     -1 	      0 	     28 
   60.000	   EXIT	     1 	      5 	      7 	     60 	     21 
   60.000	   EXIT	     2 	      5 	      6 	   54.6 	     15 
   60.000	  LEAVE	     1 	      5 	      5 	   40.9 	     10 
   60.000	   EXIT	     3 	      5 	      5 	   19.1 	     10 
   75.548	  ENTER	     4 	      1 	      5 	   19.1 	     10 
   87.593	  ENTER	     5 	      4 	      5 	   19.1 	     10 
  104.520	  ENTER	     6 	      5 	      5 	   19.1 	     10 
  106.006	  ENTER	     7 	      5 	      5 	   19.1 	     10 
  113.910	  ENTER	     8 	      3 	      5 	   19.1 	     10 
  114.858	  ENTER	     9 	      3 	      5 	   19.1 	     10 
  116.455	  ENTER	    10 	      3 	      5 	   19.1 	     10 
  120.000	   EXIT	     4 	      3 	      1 	   44.5 	     27 
  120.000	   EXIT	     5 	      3 	      4 	   32.4 	     23 
  120.000	   EXIT	     6 	      3 	      5 	   15.5 	     18 
  120.000	   EXIT	     7 	      3 	      5 	     14 	     13 
  120.000	   EXIT	     8 	      3 	      3 	   6.09 	     10 
  120.000	   EXIT	     9 	      3 	      3 	   5.14 	      7 
  120.000	  LEAVE	     2 	      3 	      3 	    116 	      4 
  120.000	   EXIT	    10 	      3 	      3 	   3.55 	      4 
  126.655	  ENTER	    11 	      6 	      3 	   3.55 	      4 
  130.148	  ENTER	    12 	      3 	      3 	   3.55 	      4 
  174.126	  ENTER	    13 	      2 	      3 	   3.55 	      4 
  180.000	   EXIT	    11 	      2 	      6 	   53.3 	     22 
  180.000	   EXIT	    12 	      2 	      3 	   49.9 	     19 
  180.000	  LEAVE	     3 	      2 	      2 	    174 	     17 
  180.000	   EXIT	    13 	      2 	      2 	   5.87 	     17 
  180.390	  ENTER	    14 	      4 	      2 	   5.87 	     17 
  187.798	  ENTER	    15 	      3 	      2 	   5.87 	     17 
  189.327	  ENTER	    16 	      2 	      2 	   5.87 	     17 
  222.672	  ENTER	    17 	      2 	      2 	   5.87 	     17 
  240.000	   EXIT	    14 	      2 	      4 	   59.6 	     24 
  240.000	   EXIT	    15 	      2 	      3 	   52.2 	     21 
  240.000	   EXIT	    16 	      2 	      2 	   50.7 	     19 
  240.000	  LEAVE	     4 	      2 	      2 	    223 	     17 
  240.000	   EXIT	    17 	      2 	      2 	   17.3 	     17 
  276.755	  ENTER	    18 	      8 	      2 	   17.3 	     17 
  292.862	  ENTER	    19 	      3 	      2 	   17.3 	     17 
  300.000	   EXIT	    18 	      3 	      8 	   23.2 	     20 
  300.000	  LEAVE	     5 	      3 	      3 	    293 	     17 
  300.000	   EXIT	    19 	      3 	      3 	   7.14 	     17 
  325.173	  ENTER	    20 	      4 	      3 	   7.14 	     17 
  327.997	  ENTER	    21 	      1 	      3 	   7.14 	     17 
  332.551	  ENTER	    22 	      3 	      3 	   7.14 	     17 
  347.318	  ENTER	    23 	      1 	      3 	   7.14 	     17 
  359.468	  ENTER	    24 	      2 	      3 	   7.14 	     17 
  360.000	   EXIT	    20 	      2 	      4 	   34.8 	     24 
  360.000	   EXIT	    21 	      2 	      1 	     32 	     23 
  360.000	   EXIT	    22 	      2 	      3 	   27.4 	     20 
  360.000	   EXIT	    23 	      2 	      1 	   12.7 	     19 
  360.000	  LEAVE	     6 	      2 	      2 	    359 	     17 
  360.000	   EXIT	    24 	      2 	      2 	  0.532 	     17 
  390.157	  ENTER	    25 	      6 	      2 	  0.532 	     17 
  391.000	  ENTER	    26 	      6 	      2 	  0.532 	     17 
  410.101	  ENTER	    27 	      2 	      2 	  0.532 	     17 
  420.000	   EXIT	    25 	      2 	      6 	   29.8 	     22 
  420.000	   EXIT	    26 	      2 	      6 	     29 	     16 
  420.000	  LEAVE	     7 	      2 	      2 	    410 	     14 
  420.000	   EXIT	    27 	      2 	      2 	    9.9 	     14 
  454.733	  ENTER	    28 	      4 	      2 	    9.9 	     14 
  459.211	  ENTER	    29 	      2 	      2 	    9.9 	     14 
  464.109	  ENTER	    30 	      3 	      2 	    9.9 	     14 
  469.970	  ENTER	    31 	      0 	      2 	    9.9 	     14 
  475.261	  ENTER	    32 	      4 	      2 	    9.9 	     14 
  480.000	   EXIT	    28 	      4 	      4 	   25.3 	     24 
  480.000	   EXIT	    29 	      4 	      2 	   20.8 	     22 
  480.000	   EXIT	    30 	      4 	      3 	   15.9 	     19 
  480.000	  LEAVE	     8 	      4 	      4 	    475 	     15 
  480.000	   EXIT	    31 	      4 	      4 	   4.74 	     15 
  480.312	  ENTER	    33 	      3 	      4 	   4.74 	     15 
  484.806	  ENTER	    34 	      6 	      4 	   4.74 	     15 
  487.336	  ENTER	    35 	      3 	      4 	   4.74 	     15 
  489.018	  ENTER	    36 	      4 	      4 	   4.74 	     15 
  502.319	  ENTER	    37 	      4 	      4 	   4.74 	     15 
  540.000	   EXIT	    32 	      4 	      3 	   59.7 	     25 
  540.000	   EXIT	    33 	      4 	      6 	   55.2 	     19 
  540.000	   EXIT	    34 	      4 	      3 	   52.7 	     16 
  540.000	   EXIT	    35 	      4 	      4 	     51 	     12 
  540.000	  LEAVE	     9 	      4 	      4 	    502 	      8 
  540.000	   EXIT	    36 	      4 	      4 	   37.7 	      8 
  600.000	  LEAVE	    10 	      4 	     -1 	   37.7 	     28 
SUMMARY STATISTICS
POISSON[2]:
 Time Ave. = 	  3.675 Time Sample Var. =	  1.647
 Event Ave. =	  3.277 Event Sample Var. =	   2.08
 Minimum =	      0
 Maximum =	      8
VARS[4]:
 Time Ave. = 	   1.16 Time Sample Var. =	  4.574
 Event Ave. =	  3.169 Event Sample Var. =	  2.911
 Minimum =	     -1
 Maximum =	      8
WAIT[VARS[5]]:
 Time Ave. = 	  21.42 Time Sample Var. =	  247.2
 Event Ave. =	  48.41 Event Sample Var. =	   9794
 Minimum =	      0
 Maximum =	  502.3
VARS[1]:
 Time Ave. = 	  20.02 Time Sample Var. =	  65.26
 Event Ave. =	  16.08 Event Sample Var. =	  32.27
 Minimum =	      4
 Maximum =	     28
